match,stake,odds,won,payout,bankroll
,958.7184915767102,1.84,False,0.0,18215.651339957494
,910.7825669978747,2.16,False,0.0,17304.86877295962
,865.2434386479811,1.58,False,0.0,16439.62533431164
,821.981266715582,1.43,True,1175.4332114032823,16793.077278999343
,839.6538639499672,1.63,True,1368.6357982384466,17322.059213287823
,866.1029606643912,2.14,False,0.0,16455.956252623433
,822.7978126311717,1.41,True,1160.144915809952,16793.303355802214
,839.6651677901108,1.25,False,0.0,15953.638188012104
,797.6819094006053,3.4,True,2712.1184919620578,17868.074770573556
,893.4037385286779,2.2,False,0.0,16974.671032044876
,848.7335516022439,1.68,True,1425.8723666917697,17551.809847134402
,877.5904923567201,5.2,True,4563.470560254945,21237.689915032628
,1061.8844957516314,1.59,True,1688.396348245094,21864.20176752609
,1093.2100883763046,1.87,True,2044.3028652636897,22815.294544413475
,1140.7647272206739,1.62,False,0.0,21674.5298171928
,1083.72649085964,1.24,True,1343.8208486659537,21934.624174999113
,1096.7312087499556,1.49,True,1634.1295010374338,22472.02246728659
,1123.6011233643296,2.72,True,3056.1950555509766,24404.616399473238
,1220.230819973662,1.33,True,1622.9069905649706,24807.292570064546
,1240.3646285032273,1.38,True,1711.7031873344536,25278.631128895773
,1263.9315564447888,1.27,True,1605.1930766848818,25619.892649135865
,1280.9946324567934,1.41,True,1806.2024317640785,26145.10044844315
,1307.2550224221577,1.21,True,1581.7785771308108,26419.624003151803
,1320.9812001575901,2.3,True,3038.256760362457,28136.89956335667
,1406.8449781678337,3.15,True,4431.561681228676,31161.616266417514
,1558.0808133208757,2.44,True,3801.7171845029366,33405.25263759957
,1670.2626318799787,2.38,True,3975.225063874349,35710.21506959394
,1785.510753479697,1.8,True,3213.919356263455,37138.6236723777
,1856.931183618885,1.86,True,3453.892001531126,38735.58449028994
,1936.7792245144972,1.42,True,2750.226498810586,39549.03176458603
,1977.4515882293015,1.84,True,3638.510922341915,41210.09109869864
,2060.504554934932,1.56,True,3214.387105698494,42363.973649462205
,2118.1986824731102,1.4,True,2965.478155462354,43211.253122451446
,2160.562656122572,1.54,True,3327.2664904287612,44377.95695675763
,2218.8978478378817,1.35,True,2995.5120945811404,45154.57120350089
,2257.7285601750445,1.32,True,2980.201699431059,45877.044342756904
,2293.8522171378454,1.45,True,3326.085714849876,46909.27784046894
,2345.463892023447,1.29,True,3025.6484207102467,47589.462369155735
,2379.4731184577868,1.27,True,3021.930860441389,48231.920111139334
,2411.5960055569667,2.06,True,4967.887771447352,50788.21187702972
,2539.410593851486,1.23,True,3123.4750304373274,51372.276313615555
,2568.613815680778,1.22,True,3133.7088551305487,51937.371353065326
,2596.8685676532664,3.95,True,10257.630842230403,59598.13362764246
,2979.906681382123,3.0,True,8939.72004414637,65557.94699040671
,3277.8973495203354,2.84,True,9309.228472637753,71589.27811352412
,3579.463905676206,3.85,True,13780.936036853394,81790.75024470131
,4089.5375122350656,2.38,True,9733.099279119455,87434.3120115857
,4371.715600579285,2.24,True,9792.642945297599,92855.23935630401
,4642.7619678152005,1.81,True,8403.399161745514,96615.87655023433
,4830.793827511717,1.4,True,6763.111358516403,98548.19408123902
,4927.409704061952,1.5,True,7391.114556092927,101011.89893327
,5050.5949466635,1.37,True,6919.315076928996,102880.6190635355
,5144.030953176775,1.34,True,6893.001477256879,104629.5895876156
,5231.4794793807805,1.33,True,6957.867707576438,106355.97781581126
,5317.798890790564,1.33,True,7072.6725247514505,108110.85144977215
,5405.542572488608,1.32,True,7135.316195684963,109840.6250729685
,5492.031253648425,1.32,True,7249.481254815922,111598.075074136
,5579.9037537068,1.28,True,7142.276804744703,113160.4481251739
,5658.022406258696,1.28,True,7242.2686800111305,114744.69439892634
,5737.234719946317,1.26,True,7228.91574713236,116236.37542611238
,5811.8187713056195,1.26,True,7322.891651845081,117747.44830665184
,5887.372415332593,1.25,True,7359.215519165741,119219.29141048499
,5960.96457052425,1.66,True,9895.201187070255,123153.528027031
,6157.67640135155,1.43,True,8805.477253932717,125801.32887961216
,6290.066443980609,1.21,True,7610.980397216536,127122.24283284809
