market_id,player_1,player_2,odds_player_1_x,odds_player_2_x,actual_winner,winner_name,loser_name,match_date,player_1_clean,player_2_clean,selection_id_1,selection_id_2,odds_player_1_y,odds_player_2_y,odds_player_1,odds_player_2,implied_prob_1,implied_prob_2,odds_margin,implied_diff
1.215888501,Lesia Tsurenko,Jessica Pegula,4.6,1.29,Jessica Pegula,Jessica Pegula,Lesia Tsurenko,2023-07-03,lesia tsurenko,jessica pegula,5300861,6215852,4.6,1.29,4.6,1.29,0.2173913043478261,0.7751937984496123,0.9925851027974384,-0.5578024941017863
1.215889295,Ons Jabeur,Bianca Andreescu,1.01,200.0,Ons Jabeur,Ons Jabeur,Bianca Andreescu,2023-07-03,ons jabeur,bianca andreescu,6161111,10141729,1.01,200.0,1.01,10.0,0.9900990099009901,0.1,1.0900990099009902,0.8900990099009901
1.215891271,Victoria Azarenka,Elina Svitolina,11.0,1.01,Elina Svitolina,Elina Svitolina,Victoria Azarenka,2023-07-03,victoria azarenka,elina svitolina,2263640,6324464,11.0,1.01,10.0,1.01,0.1,0.9900990099009901,1.0900990099009902,-0.8900990099009901
1.215891908,Belinda Bencic,I Swiatek,34.0,1.03,Iga Swiatek,Iga Swiatek,Belinda Bencic,2023-07-03,belinda bencic,i swiatek,6390244,55228386,34.0,1.03,10.0,1.03,0.1,0.970873786407767,1.070873786407767,-0.870873786407767
1.215893478,Marie Bouzkova,Marketa Vondrousova,90.0,1.02,Marketa Vondrousova,Marketa Vondrousova,Marie Bouzkova,2023-07-03,marie bouzkova,marketa vondrousova,8442764,9433253,90.0,1.02,10.0,1.02,0.1,0.9803921568627451,1.080392156862745,-0.8803921568627451
1.215915483,Ekaterina Alexandrova,A Sabalenka,2.88,1.51,Aryna Sabalenka,Aryna Sabalenka,Ekaterina Alexandrova,2023-07-03,ekaterina alexandrova,a sabalenka,8681458,55177835,2.88,1.51,2.88,1.51,0.3472222222222222,0.6622516556291391,1.0094738778513612,-0.3150294334069169
1.21591711,Petra Kvitova,Ons Jabeur,200.0,2.32,Ons Jabeur,Ons Jabeur,Petra Kvitova,2023-07-03,petra kvitova,ons jabeur,2497008,6161111,200.0,2.32,10.0,2.32,0.1,0.4310344827586207,0.5310344827586208,-0.3310344827586207
1.215918515,Beatriz Haddad Maia,Elena Rybakina,110.0,1.01,Elena Rybakina,Elena Rybakina,Beatriz Haddad Maia,2023-07-03,beatriz haddad maia,elena rybakina,7083752,10349398,110.0,1.01,10.0,1.01,0.1,0.9900990099009901,1.0900990099009902,-0.8900990099009901
1.215929285,Madison Keys,Mirra Andreeva,1.01,120.0,Madison Keys,Madison Keys,Mirra Andreeva,2023-07-03,madison keys,mirra andreeva,3800907,49006396,1.01,120.0,1.01,10.0,0.9900990099009901,0.1,1.0900990099009902,0.8900990099009901
1.21593412,Jessica Pegula,Marketa Vondrousova,100.0,1.01,Marketa Vondrousova,Marketa Vondrousova,Jessica Pegula,2023-07-03,jessica pegula,marketa vondrousova,6215852,9433253,100.0,1.01,10.0,1.01,0.1,0.9900990099009901,1.0900990099009902,-0.8900990099009901
1.215943307,Elina Svitolina,I Swiatek,1.04,26.0,Elina Svitolina,Elina Svitolina,Iga Swiatek,2023-07-03,elina svitolina,i swiatek,6324464,55228386,1.04,26.0,1.04,10.0,0.9615384615384615,0.1,1.0615384615384615,0.8615384615384615
1.215967909,Madison Keys,A Sabalenka,34.0,1.03,Aryna Sabalenka,Aryna Sabalenka,Madison Keys,2023-07-03,madison keys,a sabalenka,3800907,55177835,34.0,1.03,10.0,1.03,0.1,0.970873786407767,1.070873786407767,-0.870873786407767
1.215972519,Ons Jabeur,Elena Rybakina,1.01,100.0,Ons Jabeur,Ons Jabeur,Elena Rybakina,2023-07-03,ons jabeur,elena rybakina,6161111,10349398,1.01,100.0,1.01,10.0,0.9900990099009901,0.1,1.0900990099009902,0.8900990099009901
1.215995413,Elina Svitolina,Marketa Vondrousova,34.0,1.8,Marketa Vondrousova,Marketa Vondrousova,Elina Svitolina,2023-07-03,elina svitolina,marketa vondrousova,6324464,9433253,34.0,1.8,10.0,1.8,0.1,0.5555555555555556,0.6555555555555556,-0.4555555555555556
1.21602059,Ons Jabeur,A Sabalenka,1.06,17.0,Ons Jabeur,Ons Jabeur,Aryna Sabalenka,2023-07-03,ons jabeur,a sabalenka,6161111,55177835,1.06,17.0,1.06,10.0,0.9433962264150942,0.1,1.0433962264150942,0.8433962264150943
1.216046733,Ons Jabeur,Marketa Vondrousova,28.0,1.01,Marketa Vondrousova,Marketa Vondrousova,Ons Jabeur,2023-07-03,ons jabeur,marketa vondrousova,6161111,9433253,28.0,1.01,10.0,1.01,0.1,0.9900990099009901,1.0900990099009902,-0.8900990099009901
