market_id,player_1,player_2,odds_player_1_x,odds_player_2_x,actual_winner,winner_name,loser_name,match_date,player_1_clean,player_2_clean,selection_id_1,selection_id_2,odds_player_1_y,odds_player_2_y,odds_player_1,odds_player_2,implied_prob_1,implied_prob_2,odds_margin,implied_diff,implied_prob_diff,log_odds_diff,is_fav_player_1,label,pred_prob_player_1,predicted_prob,odds,ev,confidence,kelly_stake
1.215819844,Belinda Bencic,Danielle Collins,1.33,670.0,Belinda Bencic,Belinda Bencic,Danielle Collins,2023-07-03,belinda bencic,danielle collins,6390244,9626845,1.33,670.0,1.33,670.0,0.7518796992481203,0.0014925373134328,0.753372236561553,0.6518796992481203,0.7503871619346875,-6.22209877015135,1,1,1.0,1.0,1.33,0.33000000000000007,1.0,1.0
1.215666036,Jelena Ostapenko,Greet Minnen,1.32,4.1,Jelena Ostapenko,Jelena Ostapenko,Greet Minnen,2023-07-03,jelena ostapenko,greet minnen,8827537,10108736,1.32,4.1,1.32,4.1,0.7575757575757576,0.2439024390243902,1.0014781966001478,0.5136733185513673,0.5136733185513673,-1.1333552371119824,1,1,1.0,1.0,1.32,0.32000000000000006,1.0,1.0
1.215772132,Daria Kasatkina,Jodie Burrage,1.32,4.2,Daria Kasatkina,Daria Kasatkina,Jodie Burrage,2023-07-03,daria kasatkina,jodie burrage,7795290,9631606,1.32,4.2,1.32,4.2,0.7575757575757576,0.238095238095238,0.9956709956709956,0.5194805194805194,0.5194805194805194,-1.157452788691043,1,1,1.0,1.0,1.32,0.32000000000000006,1.0,1.0
1.215856906,Jessica Pegula,Elisabetta Cocciaretto,1.28,4.7,Jessica Pegula,Jessica Pegula,Elisabetta Cocciaretto,2023-07-03,jessica pegula,elisabetta cocciaretto,6215852,18848114,1.28,4.7,1.28,4.7,0.78125,0.2127659574468085,0.9940159574468084,0.5684840425531915,0.5684840425531915,-1.300702430784487,1,1,1.0,1.0,1.28,0.28,1.0,1.0
1.215849997,Petra Kvitova,Aliaksandra Sasnovich,1.28,5.2,Petra Kvitova,Petra Kvitova,Aliaksandra Sasnovich,2023-07-03,petra kvitova,aliaksandra sasnovich,2497008,7283310,1.28,5.2,1.28,5.2,0.78125,0.1923076923076923,0.9735576923076924,0.5889423076923077,0.5889423076923077,-1.401798547655856,1,1,1.0,1.0,1.28,0.28,1.0,1.0
1.21566301,Marketa Vondrousova,Peyton Stearns,1.26,4.9,Marketa Vondrousova,Marketa Vondrousova,Peyton Stearns,2023-07-03,marketa vondrousova,peyton stearns,9433253,13835088,1.26,4.9,1.26,4.9,0.7936507936507936,0.2040816326530612,0.9977324263038548,0.5895691609977324,0.5895691609977324,-1.3581234841531944,1,1,1.0,1.0,1.26,0.26,1.0,1.0
1.215663427,Cristina Bucsa,Kamilla Rakhimova,1.26,4.8,Cristina Bucsa,Cristina Bucsa,Kamilla Rakhimova,2023-07-03,cristina bucsa,kamilla rakhimova,9629258,11144238,1.26,4.8,1.26,4.8,0.7936507936507936,0.2083333333333333,1.001984126984127,0.5853174603174602,0.5853174603174602,-1.3375041969504586,1,1,1.0,1.0,1.26,0.26,1.0,1.0
1.215765461,Victoria Azarenka,Nadia Podoroska,1.25,4.8,Victoria Azarenka,Victoria Azarenka,Nadia Podoroska,2023-07-03,victoria azarenka,nadia podoroska,2263640,9042349,1.25,4.8,1.25,4.8,0.8,0.2083333333333333,1.0083333333333333,0.5916666666666667,0.5916666666666667,-1.345472366599635,1,1,1.0,1.0,1.25,0.25,1.0,1.0
1.215661278,Katie Boulter,Daria Saville,1.66,2.6,Katie Boulter,Katie Boulter,Daria Saville,2023-07-03,katie boulter,daria saville,8619018,42231870,1.66,2.6,1.66,2.6,0.6024096385542169,0.3846153846153846,0.9870250231696016,0.2177942539388323,0.2177942539388323,-0.4486938426589846,1,1,0.749047619047619,0.749047619047619,1.66,0.24341904761904742,1.0,0.36881673881673854
1.215775168,Sofia Kenin,Xinyu Wang,1.43,2.7,Sofia Kenin,Sofia Kenin,Xin Yu Wang,2023-07-03,sofia kenin,xinyu wang,9149629,13578400,1.43,2.7,1.43,2.7,0.6993006993006994,0.3703703703703703,1.0696710696710698,0.328930328930329,0.328930328930329,-0.6355773287384676,1,1,0.8641666666666667,0.8641666666666667,1.43,0.2357583333333333,1.0,0.5482751937984498
1.215655549,Anastasia Potapova,Celine Naef,1.21,5.7,Anastasia Potapova,Anastasia Potapova,Celine Naef,2023-07-03,anastasia potapova,celine naef,10554735,55928813,1.21,5.7,1.21,5.7,0.8264462809917356,0.175438596491228,1.0018848774829636,0.6510076845005075,0.6510076845005075,-1.5498458152318548,1,1,1.0,1.0,1.21,0.20999999999999996,1.0,1.0
