tourney_id,tourney_name,surface,draw_size,tourney_level,tourney_date,match_num,winner_id,winner_seed,winner_entry,winner_name,winner_hand,winner_ht,winner_ioc,winner_age,loser_id,loser_seed,loser_entry,loser_name,loser_hand,loser_ht,loser_ioc,loser_age,score,best_of,round,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced,winner_rank,winner_rank_points,loser_rank,loser_rank_points,match_date,market_id,market_time,market_name,runner_1,runner_2,player_1,player_2,actual_winner,selection_id_1,selection_id_2,odds_player_1,odds_player_2
2023-0404,Indian Wells Masters,Hard,128,M,2023-03-06,287,111815,10.0,,Cameron Norrie,L,188.0,GBR,27.5,126094,6.0,,Andrey Rublev,R,188.0,RUS,25.3,6-2 6-4,3,R16,78.0,2.0,2.0,55.0,33.0,26.0,9.0,9.0,3.0,5.0,8.0,2.0,52.0,26.0,19.0,8.0,9.0,0.0,5.0,12.0,2815.0,7.0,3660.0,2023-03-06,1.210964529,2023-03-06 08:30:00+00:00,Match Odds,X Gao,K Laskutova,Cameron Norrie,Andrey Rublev,Cameron Norrie,,,,
2023-0404,Indian Wells Masters,Hard,128,M,2023-03-06,287,111815,10.0,,Cameron Norrie,L,188.0,GBR,27.5,126094,6.0,,Andrey Rublev,R,188.0,RUS,25.3,6-2 6-4,3,R16,78.0,2.0,2.0,55.0,33.0,26.0,9.0,9.0,3.0,5.0,8.0,2.0,52.0,26.0,19.0,8.0,9.0,0.0,5.0,12.0,2815.0,7.0,3660.0,2023-03-06,1.210968258,2023-03-06 12:00:00+00:00,Match Odds,A Ruzic,N Vargova,Cameron Norrie,Andrey Rublev,Cameron Norrie,,,,
2023-0404,Indian Wells Masters,Hard,128,M,2023-03-06,287,111815,10.0,,Cameron Norrie,L,188.0,GBR,27.5,126094,6.0,,Andrey Rublev,R,188.0,RUS,25.3,6-2 6-4,3,R16,78.0,2.0,2.0,55.0,33.0,26.0,9.0,9.0,3.0,5.0,8.0,2.0,52.0,26.0,19.0,8.0,9.0,0.0,5.0,12.0,2815.0,7.0,3660.0,2023-03-06,1.210968997,2023-03-06 12:00:00+00:00,Match Odds,L Boskovic,A Anshba,Cameron Norrie,Andrey Rublev,Cameron Norrie,,,,
2023-0404,Indian Wells Masters,Hard,128,M,2023-03-06,287,111815,10.0,,Cameron Norrie,L,188.0,GBR,27.5,126094,6.0,,Andrey Rublev,R,188.0,RUS,25.3,6-2 6-4,3,R16,78.0,2.0,2.0,55.0,33.0,26.0,9.0,9.0,3.0,5.0,8.0,2.0,52.0,26.0,19.0,8.0,9.0,0.0,5.0,12.0,2815.0,7.0,3660.0,2023-03-06,1.210968983,2023-03-06 13:30:00+00:00,Match Odds,E Meri,V Erjavec,Cameron Norrie,Andrey Rublev,Cameron Norrie,,,,
2023-0404,Indian Wells Masters,Hard,128,M,2023-03-06,287,111815,10.0,,Cameron Norrie,L,188.0,GBR,27.5,126094,6.0,,Andrey Rublev,R,188.0,RUS,25.3,6-2 6-4,3,R16,78.0,2.0,2.0,55.0,33.0,26.0,9.0,9.0,3.0,5.0,8.0,2.0,52.0,26.0,19.0,8.0,9.0,0.0,5.0,12.0,2815.0,7.0,3660.0,2023-03-06,1.210968984,2023-03-06 13:35:00+00:00,Match Odds,J Mikulskyte,T Smitkova,Cameron Norrie,Andrey Rublev,Cameron Norrie,,,,
2023-0404,Indian Wells Masters,Hard,128,M,2023-03-06,287,111815,10.0,,Cameron Norrie,L,188.0,GBR,27.5,126094,6.0,,Andrey Rublev,R,188.0,RUS,25.3,6-2 6-4,3,R16,78.0,2.0,2.0,55.0,33.0,26.0,9.0,9.0,3.0,5.0,8.0,2.0,52.0,26.0,19.0,8.0,9.0,0.0,5.0,12.0,2815.0,7.0,3660.0,2023-03-06,1.21096826,2023-03-06 12:05:00+00:00,Match Odds,A Tkachenko,J Maleckova,Cameron Norrie,Andrey Rublev,Cameron Norrie,,,,
2023-0404,Indian Wells Masters,Hard,128,M,2023-03-06,287,111815,10.0,,Cameron Norrie,L,188.0,GBR,27.5,126094,6.0,,Andrey Rublev,R,188.0,RUS,25.3,6-2 6-4,3,R16,78.0,2.0,2.0,55.0,33.0,26.0,9.0,9.0,3.0,5.0,8.0,2.0,52.0,26.0,19.0,8.0,9.0,0.0,5.0,12.0,2815.0,7.0,3660.0,2023-03-06,1.210968128,2023-03-06 15:05:00+00:00,Match Odds,A Rushiti,L Havlickova,Cameron Norrie,Andrey Rublev,Cameron Norrie,,,,
2023-0404,Indian Wells Masters,Hard,128,M,2023-03-06,286,126207,14.0,,Frances Tiafoe,R,188.0,USA,25.1,126214,,Q,Alejandro Tabilo,L,188.0,CHI,25.7,6-4 6-4,3,R16,81.0,6.0,4.0,71.0,43.0,33.0,14.0,10.0,5.0,6.0,5.0,1.0,54.0,35.0,25.0,9.0,10.0,0.0,3.0,16.0,2395.0,187.0,314.0,2023-03-06,1.210939569,2023-03-06 14:00:00+00:00,Match Odds,Gaston/Seyboth Wild,Darderi/Vavassori,Frances Tiafoe,Alejandro Tabilo,Frances Tiafoe,,,,
2023-0404,Indian Wells Masters,Hard,128,M,2023-03-06,286,126207,14.0,,Frances Tiafoe,R,188.0,USA,25.1,126214,,Q,Alejandro Tabilo,L,188.0,CHI,25.7,6-4 6-4,3,R16,81.0,6.0,4.0,71.0,43.0,33.0,14.0,10.0,5.0,6.0,5.0,1.0,54.0,35.0,25.0,9.0,10.0,0.0,3.0,16.0,2395.0,187.0,314.0,2023-03-06,1.210941909,2023-03-06 16:00:00+00:00,Match Odds,Ficovich/Mena,Harris/Harrison,Frances Tiafoe,Alejandro Tabilo,Frances Tiafoe,,,,
2023-0404,Indian Wells Masters,Hard,128,M,2023-03-06,286,126207,14.0,,Frances Tiafoe,R,188.0,USA,25.1,126214,,Q,Alejandro Tabilo,L,188.0,CHI,25.7,6-4 6-4,3,R16,81.0,6.0,4.0,71.0,43.0,33.0,14.0,10.0,5.0,6.0,5.0,1.0,54.0,35.0,25.0,9.0,10.0,0.0,3.0,16.0,2395.0,187.0,314.0,2023-03-06,1.210941908,2023-03-06 16:00:00+00:00,Match Odds,Hach Verdugo/Mahut,Hong/Nam,Frances Tiafoe,Alejandro Tabilo,Frances Tiafoe,,,,
2023-0404,Indian Wells Masters,Hard,128,M,2023-03-06,286,126207,14.0,,Frances Tiafoe,R,188.0,USA,25.1,126214,,Q,Alejandro Tabilo,L,188.0,CHI,25.7,6-4 6-4,3,R16,81.0,6.0,4.0,71.0,43.0,33.0,14.0,10.0,5.0,6.0,5.0,1.0,54.0,35.0,25.0,9.0,10.0,0.0,3.0,16.0,2395.0,187.0,314.0,2023-03-06,1.21094192,2023-03-06 16:00:00+00:00,Match Odds,Blumberg/Martinez,Barrientos/Behar,Frances Tiafoe,Alejandro Tabilo,Frances Tiafoe,,,,
2023-0404,Indian Wells Masters,Hard,128,M,2023-03-06,286,126207,14.0,,Frances Tiafoe,R,188.0,USA,25.1,126214,,Q,Alejandro Tabilo,L,188.0,CHI,25.7,6-4 6-4,3,R16,81.0,6.0,4.0,71.0,43.0,33.0,14.0,10.0,5.0,6.0,5.0,1.0,54.0,35.0,25.0,9.0,10.0,0.0,3.0,16.0,2395.0,187.0,314.0,2023-03-06,1.210941928,2023-03-06 16:00:00+00:00,Match Odds,Galloway/Reyes-Varela,Fomba/Pacheco Mendez,Frances Tiafoe,Alejandro Tabilo,Frances Tiafoe,,,,
2023-0404,Indian Wells Masters,Hard,128,M,2023-03-06,286,126207,14.0,,Frances Tiafoe,R,188.0,USA,25.1,126214,,Q,Alejandro Tabilo,L,188.0,CHI,25.7,6-4 6-4,3,R16,81.0,6.0,4.0,71.0,43.0,33.0,14.0,10.0,5.0,6.0,5.0,1.0,54.0,35.0,25.0,9.0,10.0,0.0,3.0,16.0,2395.0,187.0,314.0,2023-03-06,1.210941922,2023-03-06 16:00:00+00:00,Match Odds,Choinski/Mejia,Moreno/Paire,Frances Tiafoe,Alejandro Tabilo,Frances Tiafoe,,,,
2023-0404,Indian Wells Masters,Hard,128,M,2023-03-06,286,126207,14.0,,Frances Tiafoe,R,188.0,USA,25.1,126214,,Q,Alejandro Tabilo,L,188.0,CHI,25.7,6-4 6-4,3,R16,81.0,6.0,4.0,71.0,43.0,33.0,14.0,10.0,5.0,6.0,5.0,1.0,54.0,35.0,25.0,9.0,10.0,0.0,3.0,16.0,2395.0,187.0,314.0,2023-03-06,1.210941936,2023-03-06 16:00:00+00:00,Match Odds,Doumbia/Reboul,Andreozzi/Duran,Frances Tiafoe,Alejandro Tabilo,Frances Tiafoe,,,,
2023-0404,Indian Wells Masters,Hard,128,M,2023-03-06,286,126207,14.0,,Frances Tiafoe,R,188.0,USA,25.1,126214,,Q,Alejandro Tabilo,L,188.0,CHI,25.7,6-4 6-4,3,R16,81.0,6.0,4.0,71.0,43.0,33.0,14.0,10.0,5.0,6.0,5.0,1.0,54.0,35.0,25.0,9.0,10.0,0.0,3.0,16.0,2395.0,187.0,314.0,2023-03-06,1.210897354,2023-03-06 16:00:00+00:00,Match Odds,Daniel Altmaier,Dominik Koepfer,Frances Tiafoe,Alejandro Tabilo,Frances Tiafoe,,,,
2023-0404,Indian Wells Masters,Hard,128,M,2023-03-06,286,126207,14.0,,Frances Tiafoe,R,188.0,USA,25.1,126214,,Q,Alejandro Tabilo,L,188.0,CHI,25.7,6-4 6-4,3,R16,81.0,6.0,4.0,71.0,43.0,33.0,14.0,10.0,5.0,6.0,5.0,1.0,54.0,35.0,25.0,9.0,10.0,0.0,3.0,16.0,2395.0,187.0,314.0,2023-03-06,1.210897224,2023-03-06 16:00:00+00:00,Match Odds,Rodrigo Pacheco Mendez,Shintaro Mochizuki,Frances Tiafoe,Alejandro Tabilo,Frances Tiafoe,,,,
2023-0404,Indian Wells Masters,Hard,128,M,2023-03-06,286,126207,14.0,,Frances Tiafoe,R,188.0,USA,25.1,126214,,Q,Alejandro Tabilo,L,188.0,CHI,25.7,6-4 6-4,3,R16,81.0,6.0,4.0,71.0,43.0,33.0,14.0,10.0,5.0,6.0,5.0,1.0,54.0,35.0,25.0,9.0,10.0,0.0,3.0,16.0,2395.0,187.0,314.0,2023-03-06,1.210897356,2023-03-06 16:00:00+00:00,Match Odds,Ulises Blanch,Seong-chan Hong,Frances Tiafoe,Alejandro Tabilo,Frances Tiafoe,,,,
2023-0404,Indian Wells Masters,Hard,128,M,2023-03-06,286,126207,14.0,,Frances Tiafoe,R,188.0,USA,25.1,126214,,Q,Alejandro Tabilo,L,188.0,CHI,25.7,6-4 6-4,3,R16,81.0,6.0,4.0,71.0,43.0,33.0,14.0,10.0,5.0,6.0,5.0,1.0,54.0,35.0,25.0,9.0,10.0,0.0,3.0,16.0,2395.0,187.0,314.0,2023-03-06,1.210897485,2023-03-06 16:00:00+00:00,Match Odds,Yuta Shimizu,Gabriel Diallo,Frances Tiafoe,Alejandro Tabilo,Frances Tiafoe,,,,
2023-0404,Indian Wells Masters,Hard,128,M,2023-03-06,286,126207,14.0,,Frances Tiafoe,R,188.0,USA,25.1,126214,,Q,Alejandro Tabilo,L,188.0,CHI,25.7,6-4 6-4,3,R16,81.0,6.0,4.0,71.0,43.0,33.0,14.0,10.0,5.0,6.0,5.0,1.0,54.0,35.0,25.0,9.0,10.0,0.0,3.0,16.0,2395.0,187.0,314.0,2023-03-06,1.210897872,2023-03-06 16:00:00+00:00,Match Odds,Gastao Elias,Facundo Mena,Frances Tiafoe,Alejandro Tabilo,Frances Tiafoe,,,,
2023-0404,Indian Wells Masters,Hard,128,M,2023-03-06,286,126207,14.0,,Frances Tiafoe,R,188.0,USA,25.1,126214,,Q,Alejandro Tabilo,L,188.0,CHI,25.7,6-4 6-4,3,R16,81.0,6.0,4.0,71.0,43.0,33.0,14.0,10.0,5.0,6.0,5.0,1.0,54.0,35.0,25.0,9.0,10.0,0.0,3.0,16.0,2395.0,187.0,314.0,2023-03-06,1.210897623,2023-03-06 16:00:00+00:00,Match Odds,Luca Lemaitre,Alexis Galarneau,Frances Tiafoe,Alejandro Tabilo,Frances Tiafoe,,,,
2023-0404,Indian Wells Masters,Hard,128,M,2023-03-06,286,126207,14.0,,Frances Tiafoe,R,188.0,USA,25.1,126214,,Q,Alejandro Tabilo,L,188.0,CHI,25.7,6-4 6-4,3,R16,81.0,6.0,4.0,71.0,43.0,33.0,14.0,10.0,5.0,6.0,5.0,1.0,54.0,35.0,25.0,9.0,10.0,0.0,3.0,16.0,2395.0,187.0,314.0,2023-03-06,1.21091188,2023-03-06 07:00:00+00:00,Match Odds,Dzumhur/Fatic,Kopriva/Matuszewski,Frances Tiafoe,Alejandro Tabilo,Frances Tiafoe,,,,
2023-0404,Indian Wells Masters,Hard,128,M,2023-03-06,286,126207,14.0,,Frances Tiafoe,R,188.0,USA,25.1,126214,,Q,Alejandro Tabilo,L,188.0,CHI,25.7,6-4 6-4,3,R16,81.0,6.0,4.0,71.0,43.0,33.0,14.0,10.0,5.0,6.0,5.0,1.0,54.0,35.0,25.0,9.0,10.0,0.0,3.0,16.0,2395.0,187.0,314.0,2023-03-06,1.210911878,2023-03-06 07:00:00+00:00,Match Odds,Ionel/Tu,Bergevi/Tsitsipas,Frances Tiafoe,Alejandro Tabilo,Frances Tiafoe,,,,
2023-0404,Indian Wells Masters,Hard,128,M,2023-03-06,286,126207,14.0,,Frances Tiafoe,R,188.0,USA,25.1,126214,,Q,Alejandro Tabilo,L,188.0,CHI,25.7,6-4 6-4,3,R16,81.0,6.0,4.0,71.0,43.0,33.0,14.0,10.0,5.0,6.0,5.0,1.0,54.0,35.0,25.0,9.0,10.0,0.0,3.0,16.0,2395.0,187.0,314.0,2023-03-06,1.210911898,2023-03-06 07:00:00+00:00,Match Odds,Fayziev/Kalovelonis,Giannessi/Mager,Frances Tiafoe,Alejandro Tabilo,Frances Tiafoe,,,,
2023-0404,Indian Wells Masters,Hard,128,M,2023-03-06,286,126207,14.0,,Frances Tiafoe,R,188.0,USA,25.1,126214,,Q,Alejandro Tabilo,L,188.0,CHI,25.7,6-4 6-4,3,R16,81.0,6.0,4.0,71.0,43.0,33.0,14.0,10.0,5.0,6.0,5.0,1.0,54.0,35.0,25.0,9.0,10.0,0.0,3.0,16.0,2395.0,187.0,314.0,2023-03-06,1.210911891,2023-03-06 07:00:00+00:00,Match Odds,Marozsan/Valkusz,Kolar/Wehnelt,Frances Tiafoe,Alejandro Tabilo,Frances Tiafoe,,,,
2023-0404,Indian Wells Masters,Hard,128,M,2023-03-06,286,126207,14.0,,Frances Tiafoe,R,188.0,USA,25.1,126214,,Q,Alejandro Tabilo,L,188.0,CHI,25.7,6-4 6-4,3,R16,81.0,6.0,4.0,71.0,43.0,33.0,14.0,10.0,5.0,6.0,5.0,1.0,54.0,35.0,25.0,9.0,10.0,0.0,3.0,16.0,2395.0,187.0,314.0,2023-03-06,1.210911899,2023-03-06 07:00:00+00:00,Match Odds,Jecan/Michalski,Agabigun/Kirkin,Frances Tiafoe,Alejandro Tabilo,Frances Tiafoe,,,,
2023-0404,Indian Wells Masters,Hard,128,M,2023-03-06,286,126207,14.0,,Frances Tiafoe,R,188.0,USA,25.1,126214,,Q,Alejandro Tabilo,L,188.0,CHI,25.7,6-4 6-4,3,R16,81.0,6.0,4.0,71.0,43.0,33.0,14.0,10.0,5.0,6.0,5.0,1.0,54.0,35.0,25.0,9.0,10.0,0.0,3.0,16.0,2395.0,187.0,314.0,2023-03-06,1.210911906,2023-03-06 07:00:00+00:00,Match Odds,Geerts/Travaglia,Sabanov/Sabanov,Frances Tiafoe,Alejandro Tabilo,Frances Tiafoe,,,,
2023-0404,Indian Wells Masters,Hard,128,M,2023-03-06,286,126207,14.0,,Frances Tiafoe,R,188.0,USA,25.1,126214,,Q,Alejandro Tabilo,L,188.0,CHI,25.7,6-4 6-4,3,R16,81.0,6.0,4.0,71.0,43.0,33.0,14.0,10.0,5.0,6.0,5.0,1.0,54.0,35.0,25.0,9.0,10.0,0.0,3.0,16.0,2395.0,187.0,314.0,2023-03-06,1.210931101,2023-03-06 09:00:00+00:00,Match Odds,Cornea/Skugor,Bergs/Pel,Frances Tiafoe,Alejandro Tabilo,Frances Tiafoe,,,,
2023-0404,Indian Wells Masters,Hard,128,M,2023-03-06,286,126207,14.0,,Frances Tiafoe,R,188.0,USA,25.1,126214,,Q,Alejandro Tabilo,L,188.0,CHI,25.7,6-4 6-4,3,R16,81.0,6.0,4.0,71.0,43.0,33.0,14.0,10.0,5.0,6.0,5.0,1.0,54.0,35.0,25.0,9.0,10.0,0.0,3.0,16.0,2395.0,187.0,314.0,2023-03-06,1.210931103,2023-03-06 09:00:00+00:00,Match Odds,Libietis/Margaroli,Broady/Sels,Frances Tiafoe,Alejandro Tabilo,Frances Tiafoe,,,,
2023-0404,Indian Wells Masters,Hard,128,M,2023-03-06,286,126207,14.0,,Frances Tiafoe,R,188.0,USA,25.1,126214,,Q,Alejandro Tabilo,L,188.0,CHI,25.7,6-4 6-4,3,R16,81.0,6.0,4.0,71.0,43.0,33.0,14.0,10.0,5.0,6.0,5.0,1.0,54.0,35.0,25.0,9.0,10.0,0.0,3.0,16.0,2395.0,187.0,314.0,2023-03-06,1.210931211,2023-03-06 09:00:00+00:00,Match Odds,Frantzen/Jebens,Manafov/Prihodko,Frances Tiafoe,Alejandro Tabilo,Frances Tiafoe,,,,
2023-0404,Indian Wells Masters,Hard,128,M,2023-03-06,286,126207,14.0,,Frances Tiafoe,R,188.0,USA,25.1,126214,,Q,Alejandro Tabilo,L,188.0,CHI,25.7,6-4 6-4,3,R16,81.0,6.0,4.0,71.0,43.0,33.0,14.0,10.0,5.0,6.0,5.0,1.0,54.0,35.0,25.0,9.0,10.0,0.0,3.0,16.0,2395.0,187.0,314.0,2023-03-06,1.210931215,2023-03-06 09:00:00+00:00,Match Odds,Brown/Qureshi,Merino/Paul,Frances Tiafoe,Alejandro Tabilo,Frances Tiafoe,,,,
2023-0404,Indian Wells Masters,Hard,128,M,2023-03-06,286,126207,14.0,,Frances Tiafoe,R,188.0,USA,25.1,126214,,Q,Alejandro Tabilo,L,188.0,CHI,25.7,6-4 6-4,3,R16,81.0,6.0,4.0,71.0,43.0,33.0,14.0,10.0,5.0,6.0,5.0,1.0,54.0,35.0,25.0,9.0,10.0,0.0,3.0,16.0,2395.0,187.0,314.0,2023-03-06,1.210939593,2023-03-06 14:00:00+00:00,Match Odds,Luz/Zormann,Agamenone/Casanova,Frances Tiafoe,Alejandro Tabilo,Frances Tiafoe,,,,
2023-0404,Indian Wells Masters,Hard,128,M,2023-03-06,286,126207,14.0,,Frances Tiafoe,R,188.0,USA,25.1,126214,,Q,Alejandro Tabilo,L,188.0,CHI,25.7,6-4 6-4,3,R16,81.0,6.0,4.0,71.0,43.0,33.0,14.0,10.0,5.0,6.0,5.0,1.0,54.0,35.0,25.0,9.0,10.0,0.0,3.0,16.0,2395.0,187.0,314.0,2023-03-06,1.210939571,2023-03-06 14:00:00+00:00,Match Odds,Dutra Da Silva/Navone,Gaio/Olivo,Frances Tiafoe,Alejandro Tabilo,Frances Tiafoe,,,,
2023-0404,Indian Wells Masters,Hard,128,M,2023-03-06,286,126207,14.0,,Frances Tiafoe,R,188.0,USA,25.1,126214,,Q,Alejandro Tabilo,L,188.0,CHI,25.7,6-4 6-4,3,R16,81.0,6.0,4.0,71.0,43.0,33.0,14.0,10.0,5.0,6.0,5.0,1.0,54.0,35.0,25.0,9.0,10.0,0.0,3.0,16.0,2395.0,187.0,314.0,2023-03-06,1.210939581,2023-03-06 14:00:00+00:00,Match Odds,Hidalgo/Rodriguez,Bonadio/Pellegrino,Frances Tiafoe,Alejandro Tabilo,Frances Tiafoe,,,,
2023-0404,Indian Wells Masters,Hard,128,M,2023-03-06,286,126207,14.0,,Frances Tiafoe,R,188.0,USA,25.1,126214,,Q,Alejandro Tabilo,L,188.0,CHI,25.7,6-4 6-4,3,R16,81.0,6.0,4.0,71.0,43.0,33.0,14.0,10.0,5.0,6.0,5.0,1.0,54.0,35.0,25.0,9.0,10.0,0.0,3.0,16.0,2395.0,187.0,314.0,2023-03-06,1.210939583,2023-03-06 14:00:00+00:00,Match Odds,Burruchaga/Olivieri,Kicker/Ugo Carabelli,Frances Tiafoe,Alejandro Tabilo,Frances Tiafoe,,,,
2023-0404,Indian Wells Masters,Hard,128,M,2023-03-06,286,126207,14.0,,Frances Tiafoe,R,188.0,USA,25.1,126214,,Q,Alejandro Tabilo,L,188.0,CHI,25.7,6-4 6-4,3,R16,81.0,6.0,4.0,71.0,43.0,33.0,14.0,10.0,5.0,6.0,5.0,1.0,54.0,35.0,25.0,9.0,10.0,0.0,3.0,16.0,2395.0,187.0,314.0,2023-03-06,1.21094191,2023-03-06 16:00:00+00:00,Match Odds,King/Stalder,Goransson/Mclachlan,Frances Tiafoe,Alejandro Tabilo,Frances Tiafoe,,,,
2023-0404,Indian Wells Masters,Hard,128,M,2023-03-06,286,126207,14.0,,Frances Tiafoe,R,188.0,USA,25.1,126214,,Q,Alejandro Tabilo,L,188.0,CHI,25.7,6-4 6-4,3,R16,81.0,6.0,4.0,71.0,43.0,33.0,14.0,10.0,5.0,6.0,5.0,1.0,54.0,35.0,25.0,9.0,10.0,0.0,3.0,16.0,2395.0,187.0,314.0,2023-03-06,1.210941932,2023-03-06 16:00:00+00:00,Match Odds,Arias/Zeballos,Lawson/Smith,Frances Tiafoe,Alejandro Tabilo,Frances Tiafoe,,,,
2023-0404,Indian Wells Masters,Hard,128,M,2023-03-06,286,126207,14.0,,Frances Tiafoe,R,188.0,USA,25.1,126214,,Q,Alejandro Tabilo,L,188.0,CHI,25.7,6-4 6-4,3,R16,81.0,6.0,4.0,71.0,43.0,33.0,14.0,10.0,5.0,6.0,5.0,1.0,54.0,35.0,25.0,9.0,10.0,0.0,3.0,16.0,2395.0,187.0,314.0,2023-03-06,1.210963052,2023-03-06 22:00:00+00:00,Match Odds,D Thompson,B Stringfellow,Frances Tiafoe,Alejandro Tabilo,Frances Tiafoe,,,,
2023-0404,Indian Wells Masters,Hard,128,M,2023-03-06,286,126207,14.0,,Frances Tiafoe,R,188.0,USA,25.1,126214,,Q,Alejandro Tabilo,L,188.0,CHI,25.7,6-4 6-4,3,R16,81.0,6.0,4.0,71.0,43.0,33.0,14.0,10.0,5.0,6.0,5.0,1.0,54.0,35.0,25.0,9.0,10.0,0.0,3.0,16.0,2395.0,187.0,314.0,2023-03-06,1.210896969,2023-03-06 16:00:00+00:00,Match Odds,Benoit Paire,Nicolas Mejia,Frances Tiafoe,Alejandro Tabilo,Frances Tiafoe,,,,
2023-0404,Indian Wells Masters,Hard,128,M,2023-03-06,286,126207,14.0,,Frances Tiafoe,R,188.0,USA,25.1,126214,,Q,Alejandro Tabilo,L,188.0,CHI,25.7,6-4 6-4,3,R16,81.0,6.0,4.0,71.0,43.0,33.0,14.0,10.0,5.0,6.0,5.0,1.0,54.0,35.0,25.0,9.0,10.0,0.0,3.0,16.0,2395.0,187.0,314.0,2023-03-06,1.210897216,2023-03-06 16:00:00+00:00,Match Odds,Bjorn Fratangelo,Alex Bolt,Frances Tiafoe,Alejandro Tabilo,Frances Tiafoe,,,,
2023-0404,Indian Wells Masters,Hard,128,M,2023-03-06,286,126207,14.0,,Frances Tiafoe,R,188.0,USA,25.1,126214,,Q,Alejandro Tabilo,L,188.0,CHI,25.7,6-4 6-4,3,R16,81.0,6.0,4.0,71.0,43.0,33.0,14.0,10.0,5.0,6.0,5.0,1.0,54.0,35.0,25.0,9.0,10.0,0.0,3.0,16.0,2395.0,187.0,314.0,2023-03-06,1.210897606,2023-03-06 16:00:00+00:00,Match Odds,Denis Yevseyev,Enzo Couacaud,Frances Tiafoe,Alejandro Tabilo,Frances Tiafoe,,,,
2023-0404,Indian Wells Masters,Hard,128,M,2023-03-06,286,126207,14.0,,Frances Tiafoe,R,188.0,USA,25.1,126214,,Q,Alejandro Tabilo,L,188.0,CHI,25.7,6-4 6-4,3,R16,81.0,6.0,4.0,71.0,43.0,33.0,14.0,10.0,5.0,6.0,5.0,1.0,54.0,35.0,25.0,9.0,10.0,0.0,3.0,16.0,2395.0,187.0,314.0,2023-03-06,1.210897365,2023-03-06 16:00:00+00:00,Match Odds,Daniel Rincon,Alan Rubio,Frances Tiafoe,Alejandro Tabilo,Frances Tiafoe,,,,
2023-0404,Indian Wells Masters,Hard,128,M,2023-03-06,286,126207,14.0,,Frances Tiafoe,R,188.0,USA,25.1,126214,,Q,Alejandro Tabilo,L,188.0,CHI,25.7,6-4 6-4,3,R16,81.0,6.0,4.0,71.0,43.0,33.0,14.0,10.0,5.0,6.0,5.0,1.0,54.0,35.0,25.0,9.0,10.0,0.0,3.0,16.0,2395.0,187.0,314.0,2023-03-06,1.210897752,2023-03-06 16:00:00+00:00,Match Odds,Aziz Dougaz,Marco Trungelliti,Frances Tiafoe,Alejandro Tabilo,Frances Tiafoe,,,,
2023-0404,Indian Wells Masters,Hard,128,M,2023-03-06,286,126207,14.0,,Frances Tiafoe,R,188.0,USA,25.1,126214,,Q,Alejandro Tabilo,L,188.0,CHI,25.7,6-4 6-4,3,R16,81.0,6.0,4.0,71.0,43.0,33.0,14.0,10.0,5.0,6.0,5.0,1.0,54.0,35.0,25.0,9.0,10.0,0.0,3.0,16.0,2395.0,187.0,314.0,2023-03-06,1.21091189,2023-03-06 07:00:00+00:00,Match Odds,Arribage/Liutarevich,Caruso/Cobolli,Frances Tiafoe,Alejandro Tabilo,Frances Tiafoe,,,,
2023-0404,Indian Wells Masters,Hard,128,M,2023-03-06,286,126207,14.0,,Frances Tiafoe,R,188.0,USA,25.1,126214,,Q,Alejandro Tabilo,L,188.0,CHI,25.7,6-4 6-4,3,R16,81.0,6.0,4.0,71.0,43.0,33.0,14.0,10.0,5.0,6.0,5.0,1.0,54.0,35.0,25.0,9.0,10.0,0.0,3.0,16.0,2395.0,187.0,314.0,2023-03-06,1.210911879,2023-03-06 07:00:00+00:00,Match Odds,Jebavy/Pavlasek,Gakhov/Roca Batalla,Frances Tiafoe,Alejandro Tabilo,Frances Tiafoe,,,,
2023-0404,Indian Wells Masters,Hard,128,M,2023-03-06,286,126207,14.0,,Frances Tiafoe,R,188.0,USA,25.1,126214,,Q,Alejandro Tabilo,L,188.0,CHI,25.7,6-4 6-4,3,R16,81.0,6.0,4.0,71.0,43.0,33.0,14.0,10.0,5.0,6.0,5.0,1.0,54.0,35.0,25.0,9.0,10.0,0.0,3.0,16.0,2395.0,187.0,314.0,2023-03-06,1.210931114,2023-03-06 09:00:00+00:00,Match Odds,Added/Olivetti,Durasovic/Virtanen,Frances Tiafoe,Alejandro Tabilo,Frances Tiafoe,,,,
2023-0404,Indian Wells Masters,Hard,128,M,2023-03-06,286,126207,14.0,,Frances Tiafoe,R,188.0,USA,25.1,126214,,Q,Alejandro Tabilo,L,188.0,CHI,25.7,6-4 6-4,3,R16,81.0,6.0,4.0,71.0,43.0,33.0,14.0,10.0,5.0,6.0,5.0,1.0,54.0,35.0,25.0,9.0,10.0,0.0,3.0,16.0,2395.0,187.0,314.0,2023-03-06,1.210931113,2023-03-06 09:00:00+00:00,Match Odds,Eysseric/Ramanathan,Oberleitner/Oswald,Frances Tiafoe,Alejandro Tabilo,Frances Tiafoe,,,,
