match,bet_side,stake,profit,bankroll,source_file
Mikael Ymer vs Yoshihito Nishioka,P2,1,0.9199999999999999,1073.760000000001,value_bets_atp_aus_open_2023.csv
Mikael Ymer vs Yoshihito Nishioka,P2,1,1.4,1075.160000000001,value_bets_atp_aus_open_2023.csv
Mikael Ymer vs Yoshihito Nishioka,P2,1,1.25,1076.410000000001,value_bets_atp_aus_open_2023.csv
Mikael Ymer vs Yoshihito Nishioka,P2,1,1.04,1077.450000000001,value_bets_atp_aus_open_2023.csv
Mikael Ymer vs Yoshihito Nishioka,P2,1,1.0699999999999998,1078.520000000001,value_bets_atp_aus_open_2023.csv
Mikael Ymer vs Yoshihito Nishioka,P2,1,1.0699999999999998,1079.5900000000008,value_bets_atp_aus_open_2023.csv
Mikael Ymer vs Yoshihito Nishioka,P2,1,0.98,1080.5700000000008,value_bets_atp_aus_open_2023.csv
Mikael Ymer vs Yoshihito Nishioka,P2,1,0.98,1081.5500000000009,value_bets_atp_aus_open_2023.csv
Mikael Ymer vs Yoshihito Nishioka,P2,1,1.2000000000000002,1082.750000000001,value_bets_atp_aus_open_2023.csv
Mikael Ymer vs Yoshihito Nishioka,P1,1,-1.0,1081.750000000001,value_bets_atp_aus_open_2023.csv
Mikael Ymer vs Yoshihito Nishioka,P2,1,0.8899999999999999,1082.640000000001,value_bets_atp_aus_open_2023.csv
Mikael Ymer vs Yoshihito Nishioka,P2,1,1.3399999999999999,1083.980000000001,value_bets_atp_aus_open_2023.csv
Mikael Ymer vs Yoshihito Nishioka,P2,1,1.0499999999999998,1085.0300000000009,value_bets_atp_aus_open_2023.csv
Mikael Ymer vs Yoshihito Nishioka,P2,1,0.9299999999999999,1085.960000000001,value_bets_atp_aus_open_2023.csv
Mikael Ymer vs Yoshihito Nishioka,P2,1,1.25,1087.210000000001,value_bets_atp_aus_open_2023.csv
Mikael Ymer vs Yoshihito Nishioka,P2,1,0.94,1088.150000000001,value_bets_atp_aus_open_2023.csv
Mikael Ymer vs Yoshihito Nishioka,P2,1,1.2000000000000002,1089.350000000001,value_bets_atp_aus_open_2023.csv
Mikael Ymer vs Yoshihito Nishioka,P2,1,1.25,1090.600000000001,value_bets_atp_aus_open_2023.csv
Mikael Ymer vs Yoshihito Nishioka,P2,1,1.0,1091.600000000001,value_bets_atp_aus_open_2023.csv
Mikael Ymer vs Yoshihito Nishioka,P2,1,1.2000000000000002,1092.800000000001,value_bets_atp_aus_open_2023.csv
Mikael Ymer vs Yoshihito Nishioka,P2,1,1.15,1093.9500000000012,value_bets_atp_aus_open_2023.csv
Mikael Ymer vs Yoshihito Nishioka,P2,1,1.15,1095.1000000000013,value_bets_atp_aus_open_2023.csv
Mikael Ymer vs Yoshihito Nishioka,P2,1,1.23,1096.3300000000013,value_bets_atp_aus_open_2023.csv
Mikael Ymer vs Yoshihito Nishioka,P2,1,1.1800000000000002,1097.5100000000014,value_bets_atp_aus_open_2023.csv
Mikael Ymer vs Yoshihito Nishioka,P2,1,1.23,1098.7400000000014,value_bets_atp_aus_open_2023.csv
Ernesto Escobedo vs Taro Daniel,P1,1,-1.0,1097.7400000000014,value_bets_atp_aus_open_2023.csv
Ernesto Escobedo vs Taro Daniel,P1,1,-1.0,1096.7400000000014,value_bets_atp_aus_open_2023.csv
Ernesto Escobedo vs Taro Daniel,P1,1,-1.0,1095.7400000000014,value_bets_atp_aus_open_2023.csv
Ernesto Escobedo vs Taro Daniel,P1,1,-1.0,1094.7400000000014,value_bets_atp_aus_open_2023.csv
Ernesto Escobedo vs Taro Daniel,P1,1,-1.0,1093.7400000000014,value_bets_atp_aus_open_2023.csv
Ernesto Escobedo vs Taro Daniel,P1,1,-1.0,1092.7400000000014,value_bets_atp_aus_open_2023.csv
