tourney_id,tourney_name,surface,draw_size,tourney_level,tourney_date,match_num,winner_id,winner_seed,winner_entry,winner_name,winner_hand,winner_ht,winner_ioc,winner_age,loser_id,loser_seed,loser_entry,loser_name,loser_hand,loser_ht,loser_ioc,loser_age,score,best_of,round,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced,winner_rank,winner_rank_points,loser_rank,loser_rank_points,match_date,market_id,market_time,market_name,runner_1,runner_2,player_1,player_2,actual_winner,odds_player_1,odds_player_2,selection_id_1,selection_id_2,odds_margin,implied_prob_diff,player_1_lc,player_2_lc,won
2023-580,Australian Open,Hard,128,G,2023-01-16,122,144869,,,Tomas Martin Etcheverry,R,196.0,ARG,23.4,106296,,,Gregoire Barrere,R,183.0,FRA,28.9,3-6 6-3 6-4 6-4,5,R128,176.0,10.0,1.0,104.0,71.0,56.0,19.0,19.0,2.0,4.0,7.0,3.0,126.0,70.0,49.0,31.0,19.0,12.0,16.0,79.0,649.0,83.0,635.0,2023-01-16,1.208567775,2023-01-16 00:05:00+00:00,Match Odds,Tomas Martin Etcheverry,Gregoire Barrere,Tomas Martin Etcheverry,Gregoire Barrere,Tomas Martin Etcheverry,1.05,1.05,9631399,8842295,1.9047619047619049,0.0,tomas martin etcheverry,gregoire barrere,1.0
2023-580,Australian Open,Hard,128,G,2023-01-16,122,144869,,,Tomas Martin Etcheverry,R,196.0,ARG,23.4,106296,,,Gregoire Barrere,R,183.0,FRA,28.9,3-6 6-3 6-4 6-4,5,R128,176.0,10.0,1.0,104.0,71.0,56.0,19.0,19.0,2.0,4.0,7.0,3.0,126.0,70.0,49.0,31.0,19.0,12.0,16.0,79.0,649.0,83.0,635.0,2023-01-16,1.208567775,2023-01-16 00:05:00+00:00,Match Odds,Tomas Martin Etcheverry,Gregoire Barrere,Tomas Martin Etcheverry,Gregoire Barrere,Tomas Martin Etcheverry,1.05,30.0,9631399,8842295,0.9857142857142857,0.919047619047619,tomas martin etcheverry,gregoire barrere,1.0
2023-580,Australian Open,Hard,128,G,2023-01-16,122,144869,,,Tomas Martin Etcheverry,R,196.0,ARG,23.4,106296,,,Gregoire Barrere,R,183.0,FRA,28.9,3-6 6-3 6-4 6-4,5,R128,176.0,10.0,1.0,104.0,71.0,56.0,19.0,19.0,2.0,4.0,7.0,3.0,126.0,70.0,49.0,31.0,19.0,12.0,16.0,79.0,649.0,83.0,635.0,2023-01-16,1.208567775,2023-01-16 00:05:00+00:00,Match Odds,Tomas Martin Etcheverry,Gregoire Barrere,Gregoire Barrere,Tomas Martin Etcheverry,Tomas Martin Etcheverry,30.0,1.05,9631399,8842295,0.9857142857142857,0.919047619047619,tomas martin etcheverry,gregoire barrere,0.0
2023-580,Australian Open,Hard,128,G,2023-01-16,122,144869,,,Tomas Martin Etcheverry,R,196.0,ARG,23.4,106296,,,Gregoire Barrere,R,183.0,FRA,28.9,3-6 6-3 6-4 6-4,5,R128,176.0,10.0,1.0,104.0,71.0,56.0,19.0,19.0,2.0,4.0,7.0,3.0,126.0,70.0,49.0,31.0,19.0,12.0,16.0,79.0,649.0,83.0,635.0,2023-01-16,1.208567775,2023-01-16 00:05:00+00:00,Match Odds,Tomas Martin Etcheverry,Gregoire Barrere,Tomas Martin Etcheverry,Gregoire Barrere,Tomas Martin Etcheverry,30.0,30.0,9631399,8842295,0.0666666666666666,0.0,tomas martin etcheverry,gregoire barrere,1.0
2023-580,Australian Open,Hard,128,G,2023-01-16,123,206173,15.0,,Jannik Sinner,R,191.0,ITA,21.4,106378,,,Kyle Edmund,R,188.0,GBR,28.0,6-4 6-0 6-2,5,R128,116.0,6.0,2.0,82.0,54.0,44.0,12.0,12.0,5.0,6.0,2.0,2.0,81.0,45.0,24.0,13.0,12.0,3.0,10.0,16.0,2375.0,581.0,52.0,2023-01-16,1.208567584,2023-01-16 00:05:00+00:00,Match Odds,Kyle Edmund,Jannik Sinner,Kyle Edmund,Jannik Sinner,Jannik Sinner,1.04,19.0,10372253,5626817,1.0141700404858298,0.9089068825910932,jannik sinner,kyle edmund,0.0
2023-580,Australian Open,Hard,128,G,2023-01-16,124,111815,11.0,,Cameron Norrie,L,188.0,GBR,27.4,209414,,WC,Luca Van Assche,R,178.0,FRA,18.6,7-6(3) 6-0 6-3,5,R128,142.0,6.0,2.0,96.0,67.0,47.0,13.0,14.0,5.0,8.0,1.0,4.0,80.0,41.0,25.0,15.0,13.0,8.0,15.0,12.0,2680.0,143.0,403.0,2023-01-16,1.208567542,2023-01-16 04:50:00+00:00,Match Odds,Cameron Norrie,Luca Van Assche,Cameron Norrie,Luca Van Assche,Cameron Norrie,1.08,1.08,42669524,27752969,1.851851851851852,0.0,cameron norrie,luca van assche,1.0
2023-580,Australian Open,Hard,128,G,2023-01-16,124,111815,11.0,,Cameron Norrie,L,188.0,GBR,27.4,209414,,WC,Luca Van Assche,R,178.0,FRA,18.6,7-6(3) 6-0 6-3,5,R128,142.0,6.0,2.0,96.0,67.0,47.0,13.0,14.0,5.0,8.0,1.0,4.0,80.0,41.0,25.0,15.0,13.0,8.0,15.0,12.0,2680.0,143.0,403.0,2023-01-16,1.208567542,2023-01-16 04:50:00+00:00,Match Odds,Cameron Norrie,Luca Van Assche,Cameron Norrie,Luca Van Assche,Cameron Norrie,1.08,13.5,42669524,27752969,1.0,0.8518518518518517,cameron norrie,luca van assche,1.0
2023-580,Australian Open,Hard,128,G,2023-01-16,124,111815,11.0,,Cameron Norrie,L,188.0,GBR,27.4,209414,,WC,Luca Van Assche,R,178.0,FRA,18.6,7-6(3) 6-0 6-3,5,R128,142.0,6.0,2.0,96.0,67.0,47.0,13.0,14.0,5.0,8.0,1.0,4.0,80.0,41.0,25.0,15.0,13.0,8.0,15.0,12.0,2680.0,143.0,403.0,2023-01-16,1.208567542,2023-01-16 04:50:00+00:00,Match Odds,Cameron Norrie,Luca Van Assche,Luca Van Assche,Cameron Norrie,Cameron Norrie,13.5,1.08,42669524,27752969,1.0,0.8518518518518517,cameron norrie,luca van assche,0.0
2023-580,Australian Open,Hard,128,G,2023-01-16,124,111815,11.0,,Cameron Norrie,L,188.0,GBR,27.4,209414,,WC,Luca Van Assche,R,178.0,FRA,18.6,7-6(3) 6-0 6-3,5,R128,142.0,6.0,2.0,96.0,67.0,47.0,13.0,14.0,5.0,8.0,1.0,4.0,80.0,41.0,25.0,15.0,13.0,8.0,15.0,12.0,2680.0,143.0,403.0,2023-01-16,1.208567542,2023-01-16 04:50:00+00:00,Match Odds,Cameron Norrie,Luca Van Assche,Cameron Norrie,Luca Van Assche,Cameron Norrie,13.5,13.5,42669524,27752969,0.1481481481481481,0.0,cameron norrie,luca van assche,1.0
2023-580,Australian Open,Hard,128,G,2023-01-16,125,106005,,,Constant Lestienne,R,180.0,FRA,30.6,106329,,,Thiago Monteiro,L,183.0,BRA,28.6,6-3 7-6(2) 6-3,5,R128,148.0,5.0,3.0,113.0,85.0,68.0,10.0,15.0,6.0,6.0,10.0,4.0,95.0,58.0,43.0,15.0,15.0,6.0,8.0,55.0,842.0,77.0,690.0,2023-01-16,1.208567781,2023-01-16 06:15:00+00:00,Match Odds,Thiago Monteiro,Constant Lestienne,Thiago Monteiro,Constant Lestienne,Constant Lestienne,2.2,1.86,7797931,8326656,0.9921798631476052,0.0830889540566959,constant lestienne,thiago monteiro,0.0
2023-580,Australian Open,Hard,128,G,2023-01-16,128,202103,28.0,,Francisco Cerundolo,R,185.0,ARG,24.4,105550,,,Guido Pella,L,183.0,ARG,32.6,6-4 6-4 6-3,5,R128,126.0,6.0,3.0,95.0,64.0,48.0,16.0,15.0,4.0,5.0,0.0,0.0,85.0,58.0,36.0,14.0,14.0,2.0,7.0,29.0,1383.0,,,2023-01-16,1.208567841,2023-01-16 00:05:00+00:00,Match Odds,Francisco Cerundolo,Guido Pella,Guido Pella,Francisco Cerundolo,Francisco Cerundolo,1.19,1.19,11204210,6162610,1.680672268907563,0.0,francisco cerundolo,guido pella,0.0
2023-580,Australian Open,Hard,128,G,2023-01-16,129,144895,,,Corentin Moutet,L,180.0,FRA,23.7,200059,,WC,Yibing Wu,R,183.0,CHN,23.2,6-4 5-7 6-2 4-6 7-5,5,R128,254.0,2.0,3.0,168.0,128.0,82.0,22.0,26.0,5.0,10.0,3.0,2.0,164.0,107.0,69.0,27.0,26.0,12.0,19.0,62.0,790.0,114.0,494.0,2023-01-16,1.208567847,2023-01-16 00:05:00+00:00,Match Odds,Corentin Moutet,Yibing Wu,Yibing Wu,Corentin Moutet,Corentin Moutet,21.0,21.0,8842291,9633377,0.0952380952380952,0.0,corentin moutet,yibing wu,0.0
2023-580,Australian Open,Hard,128,G,2023-01-16,129,144895,,,Corentin Moutet,L,180.0,FRA,23.7,200059,,WC,Yibing Wu,R,183.0,CHN,23.2,6-4 5-7 6-2 4-6 7-5,5,R128,254.0,2.0,3.0,168.0,128.0,82.0,22.0,26.0,5.0,10.0,3.0,2.0,164.0,107.0,69.0,27.0,26.0,12.0,19.0,62.0,790.0,114.0,494.0,2023-01-16,1.208567847,2023-01-16 00:05:00+00:00,Match Odds,Corentin Moutet,Yibing Wu,Yibing Wu,Corentin Moutet,Corentin Moutet,21.0,1.01,8842291,9633377,1.0377180575200378,0.9424799622819424,corentin moutet,yibing wu,0.0
2023-580,Australian Open,Hard,128,G,2023-01-16,129,144895,,,Corentin Moutet,L,180.0,FRA,23.7,200059,,WC,Yibing Wu,R,183.0,CHN,23.2,6-4 5-7 6-2 4-6 7-5,5,R128,254.0,2.0,3.0,168.0,128.0,82.0,22.0,26.0,5.0,10.0,3.0,2.0,164.0,107.0,69.0,27.0,26.0,12.0,19.0,62.0,790.0,114.0,494.0,2023-01-16,1.208567847,2023-01-16 00:05:00+00:00,Match Odds,Corentin Moutet,Yibing Wu,Yibing Wu,Corentin Moutet,Corentin Moutet,1.01,21.0,8842291,9633377,1.0377180575200378,0.9424799622819424,corentin moutet,yibing wu,0.0
2023-580,Australian Open,Hard,128,G,2023-01-16,129,144895,,,Corentin Moutet,L,180.0,FRA,23.7,200059,,WC,Yibing Wu,R,183.0,CHN,23.2,6-4 5-7 6-2 4-6 7-5,5,R128,254.0,2.0,3.0,168.0,128.0,82.0,22.0,26.0,5.0,10.0,3.0,2.0,164.0,107.0,69.0,27.0,26.0,12.0,19.0,62.0,790.0,114.0,494.0,2023-01-16,1.208567847,2023-01-16 00:05:00+00:00,Match Odds,Corentin Moutet,Yibing Wu,Yibing Wu,Corentin Moutet,Corentin Moutet,1.01,1.01,8842291,9633377,1.98019801980198,0.0,corentin moutet,yibing wu,0.0
2023-580,Australian Open,Hard,128,G,2023-01-16,130,144684,,,Alex Molcan,L,178.0,SVK,25.1,104527,,,Stan Wawrinka,R,183.0,SUI,37.8,6-7(3) 6-3 1-6 7-6(2) 6-4,5,R128,262.0,7.0,4.0,154.0,90.0,52.0,37.0,25.0,7.0,16.0,16.0,4.0,172.0,99.0,72.0,23.0,25.0,14.0,23.0,53.0,850.0,139.0,412.0,2023-01-16,1.208567823,2023-01-16 06:10:00+00:00,Match Odds,Alex Molcan,Stan Wawrinka,Stan Wawrinka,Alex Molcan,Alex Molcan,11.5,11.5,8960879,19924832,0.1739130434782608,0.0,alex molcan,stan wawrinka,0.0
2023-580,Australian Open,Hard,128,G,2023-01-16,130,144684,,,Alex Molcan,L,178.0,SVK,25.1,104527,,,Stan Wawrinka,R,183.0,SUI,37.8,6-7(3) 6-3 1-6 7-6(2) 6-4,5,R128,262.0,7.0,4.0,154.0,90.0,52.0,37.0,25.0,7.0,16.0,16.0,4.0,172.0,99.0,72.0,23.0,25.0,14.0,23.0,53.0,850.0,139.0,412.0,2023-01-16,1.208567823,2023-01-16 06:10:00+00:00,Match Odds,Alex Molcan,Stan Wawrinka,Alex Molcan,Stan Wawrinka,Alex Molcan,11.5,1.01,8960879,19924832,1.0770555316401205,0.9031424881618596,alex molcan,stan wawrinka,1.0
2023-580,Australian Open,Hard,128,G,2023-01-16,130,144684,,,Alex Molcan,L,178.0,SVK,25.1,104527,,,Stan Wawrinka,R,183.0,SUI,37.8,6-7(3) 6-3 1-6 7-6(2) 6-4,5,R128,262.0,7.0,4.0,154.0,90.0,52.0,37.0,25.0,7.0,16.0,16.0,4.0,172.0,99.0,72.0,23.0,25.0,14.0,23.0,53.0,850.0,139.0,412.0,2023-01-16,1.208567823,2023-01-16 06:10:00+00:00,Match Odds,Alex Molcan,Stan Wawrinka,Stan Wawrinka,Alex Molcan,Alex Molcan,1.01,11.5,8960879,19924832,1.0770555316401205,0.9031424881618596,alex molcan,stan wawrinka,0.0
2023-580,Australian Open,Hard,128,G,2023-01-16,130,144684,,,Alex Molcan,L,178.0,SVK,25.1,104527,,,Stan Wawrinka,R,183.0,SUI,37.8,6-7(3) 6-3 1-6 7-6(2) 6-4,5,R128,262.0,7.0,4.0,154.0,90.0,52.0,37.0,25.0,7.0,16.0,16.0,4.0,172.0,99.0,72.0,23.0,25.0,14.0,23.0,53.0,850.0,139.0,412.0,2023-01-16,1.208567823,2023-01-16 06:10:00+00:00,Match Odds,Alex Molcan,Stan Wawrinka,Alex Molcan,Stan Wawrinka,Alex Molcan,1.01,1.01,8960879,19924832,1.98019801980198,0.0,alex molcan,stan wawrinka,1.0
