snapshot_date,match_date,winner,loser,player_1,player_2,odds_player_1,odds_player_2,implied_prob_1,implied_prob_2,bookmaker,actual_winner,p1_is_winner,p2_is_winner,odds_margin,implied_diff,won
2023-07-03,2023-07-03,Aslan Karatsev,Luca Van Assche,Aslan Karatsev,Luca Van Assche,1.78,2.05,0.5617977528089888,0.4878048780487805,Betsson,Aslan Karatsev,True,False,-0.04960263085776928,0.07399287476020833,1
2023-07-03,2023-07-03,Aslan Karatsev,Luca Van Assche,Aslan Karatsev,Luca Van Assche,1.74,2.05,0.5747126436781609,0.4878048780487805,TopSport,Aslan Karatsev,True,False,-0.06251752172694136,0.0869077656293804,1
2023-07-03,2023-07-03,Aslan Karatsev,Luca Van Assche,Aslan Karatsev,Luca Van Assche,1.73,2.1,0.5780346820809249,0.4761904761904761,888sport,Aslan Karatsev,True,False,-0.054225158271401064,0.10184420589044879,1
2023-07-03,2023-07-03,Aslan Karatsev,Luca Van Assche,Aslan Karatsev,Luca Van Assche,1.75,2.1,0.5714285714285714,0.4761904761904761,Bet Victor,Aslan Karatsev,True,False,-0.04761904761904745,0.09523809523809529,1
2023-07-03,2023-07-03,Aslan Karatsev,Luca Van Assche,Aslan Karatsev,Luca Van Assche,1.69,2.15,0.591715976331361,0.4651162790697674,William Hill (US),Aslan Karatsev,True,False,-0.05683225540112824,0.1265996972615936,1
2023-07-03,2023-07-03,Aslan Karatsev,Luca Van Assche,Aslan Karatsev,Luca Van Assche,1.71,2.1,0.5847953216374269,0.4761904761904761,BlueBet,Aslan Karatsev,True,False,-0.06098579782790292,0.10860484544695076,1
2023-07-03,2023-07-03,Aslan Karatsev,Luca Van Assche,Aslan Karatsev,Luca Van Assche,1.73,2.1,0.5780346820809249,0.4761904761904761,William Hill,Aslan Karatsev,True,False,-0.054225158271401064,0.10184420589044879,1
2023-07-03,2023-07-03,Aslan Karatsev,Luca Van Assche,Aslan Karatsev,Luca Van Assche,1.79,2.22,0.5586592178770949,0.4504504504504504,Betfair,Aslan Karatsev,True,False,-0.00910966832754534,0.10820876742664454,1
2023-07-03,2023-07-03,Aslan Karatsev,Luca Van Assche,Aslan Karatsev,Luca Van Assche,1.79,2.22,0.5586592178770949,0.4504504504504504,Betfair,Aslan Karatsev,True,False,-0.00910966832754534,0.10820876742664454,1
2023-07-03,2023-07-03,Aslan Karatsev,Luca Van Assche,Aslan Karatsev,Luca Van Assche,1.79,2.22,0.5586592178770949,0.4504504504504504,Betfair,Aslan Karatsev,True,False,-0.00910966832754534,0.10820876742664454,1
