match_date,winner,loser,player_1,player_2,odds_player_1,odds_player_2,implied_prob_1,implied_prob_2,bookmaker,actual_winner,p1_is_winner,p2_is_winner
2023-08-28,Ben Shelton,Pedro Cachin,Ben Shelton,Pedro Cachin,1.18,4.8,0.8474576271186441,0.2083333333333333,Marathon Bet,Ben Shelton,True,False
2023-08-28,Ben Shelton,Pedro Cachin,Ben Shelton,Pedro Cachin,1.18,5.0,0.8474576271186441,0.2,PointsBet (AU),Ben Shelton,True,False
2023-08-28,Ben Shelton,Pedro Cachin,Ben Shelton,Pedro Cachin,1.16,5.0,0.8620689655172414,0.2,TAB,Ben Shelton,True,False
2023-08-28,Ben Shelton,Pedro Cachin,Ben Shelton,Pedro Cachin,1.2,4.6,0.8333333333333334,0.2173913043478261,LiveScore Bet,Ben Shelton,True,False
2023-08-28,Ben Shelton,Pedro Cachin,Ben Shelton,Pedro Cachin,1.2,5.28,0.8333333333333334,0.1893939393939394,Pinnacle,Ben Shelton,True,False
2023-08-28,Ben Shelton,Pedro Cachin,Ben Shelton,Pedro Cachin,1.18,4.8,0.8474576271186441,0.2083333333333333,Coral,Ben Shelton,True,False
2023-08-28,Ben Shelton,Pedro Cachin,Ben Shelton,Pedro Cachin,1.18,4.8,0.8474576271186441,0.2083333333333333,Ladbrokes,Ben Shelton,True,False
2023-08-28,Ben Shelton,Pedro Cachin,Ben Shelton,Pedro Cachin,1.18,4.8,0.8474576271186441,0.2083333333333333,Neds,Ben Shelton,True,False
2023-08-28,Ben Shelton,Pedro Cachin,Ben Shelton,Pedro Cachin,1.18,4.8,0.8474576271186441,0.2083333333333333,Ladbrokes,Ben Shelton,True,False
2023-08-28,Ben Shelton,Pedro Cachin,Ben Shelton,Pedro Cachin,1.19,4.7,0.8403361344537815,0.2127659574468085,1xBet,Ben Shelton,True,False
2023-08-28,Ben Shelton,Pedro Cachin,Ben Shelton,Pedro Cachin,1.18,5.0,0.8474576271186441,0.2,Bet Victor,Ben Shelton,True,False
2023-08-28,Ben Shelton,Pedro Cachin,Ben Shelton,Pedro Cachin,1.18,5.0,0.8474576271186441,0.2,Bovada,Ben Shelton,True,False
2023-08-28,Ben Shelton,Pedro Cachin,Ben Shelton,Pedro Cachin,1.16,4.9,0.8620689655172414,0.2040816326530612,Mr Green,Ben Shelton,True,False
2023-08-28,Ben Shelton,Pedro Cachin,Ben Shelton,Pedro Cachin,1.18,5.1,0.8474576271186441,0.196078431372549,Unibet,Ben Shelton,True,False
2023-08-28,Ben Shelton,Pedro Cachin,Ben Shelton,Pedro Cachin,1.15,4.8,0.8695652173913044,0.2083333333333333,LeoVegas,Ben Shelton,True,False
2023-08-28,Ben Shelton,Pedro Cachin,Ben Shelton,Pedro Cachin,1.18,5.1,0.8474576271186441,0.196078431372549,BetRivers,Ben Shelton,True,False
2023-08-28,Ben Shelton,Pedro Cachin,Ben Shelton,Pedro Cachin,1.18,5.25,0.8474576271186441,0.1904761904761904,LowVig.ag,Ben Shelton,True,False
2023-08-28,Ben Shelton,Pedro Cachin,Ben Shelton,Pedro Cachin,1.18,5.25,0.8474576271186441,0.1904761904761904,BetOnline.ag,Ben Shelton,True,False
2023-08-28,Ben Shelton,Pedro Cachin,Ben Shelton,Pedro Cachin,1.17,5.0,0.8547008547008548,0.2,William Hill (US),Ben Shelton,True,False
2023-08-28,Ben Shelton,Pedro Cachin,Ben Shelton,Pedro Cachin,1.22,5.3,0.819672131147541,0.1886792452830188,Matchbook,Ben Shelton,True,False
