market_id,snapshot_date,match_date,winner,loser,player_1,player_2,odds_player_1_x,odds_player_2_x,implied_prob_1,implied_prob_2,bookmaker,actual_winner,p1_is_winner,p2_is_winner,odds_player_1_y,odds_player_2_y
1.208567805,2023-01-17,2023-01-16,Casper Ruud,Tomas Machac,Tomas Machac,Casper Ruud,,,,,,Casper Ruud,False,True,190.0,190.0
1.208567805,2023-01-17,2023-01-16,Casper Ruud,Tomas Machac,Tomas Machac,Casper Ruud,,,,,,Casper Ruud,False,True,190.0,190.0
1.208567805,2023-01-17,2023-01-16,Casper Ruud,Tomas Machac,Tomas Machac,Casper Ruud,,,,,,Casper Ruud,False,True,190.0,190.0
1.208567805,2023-01-17,2023-01-16,Casper Ruud,Tomas Machac,Tomas Machac,Casper Ruud,,,,,,Casper Ruud,False,True,190.0,190.0
1.208567805,2023-01-17,2023-01-16,Casper Ruud,Tomas Machac,Tomas Machac,Casper Ruud,,,,,,Casper Ruud,False,True,190.0,190.0
1.208567805,2023-01-17,2023-01-16,Casper Ruud,Tomas Machac,Tomas Machac,Casper Ruud,,,,,,Casper Ruud,False,True,190.0,190.0
1.208567805,2023-01-17,2023-01-16,Casper Ruud,Tomas Machac,Tomas Machac,Casper Ruud,,,,,,Casper Ruud,False,True,190.0,190.0
1.208567805,2023-01-17,2023-01-16,Casper Ruud,Tomas Machac,Tomas Machac,Casper Ruud,,,,,,Casper Ruud,False,True,190.0,190.0
1.208567805,2023-01-17,2023-01-16,Casper Ruud,Tomas Machac,Tomas Machac,Casper Ruud,,,,,,Casper Ruud,False,True,190.0,190.0
1.208567805,2023-01-17,2023-01-16,Casper Ruud,Tomas Machac,Tomas Machac,Casper Ruud,,,,,,Casper Ruud,False,True,190.0,190.0
1.208567805,2023-01-17,2023-01-16,Casper Ruud,Tomas Machac,Tomas Machac,Casper Ruud,,,,,,Casper Ruud,False,True,190.0,190.0
1.208566507,2023-01-17,2023-01-16,Andy Murray,Matteo Berrettini,Matteo Berrettini,Andy Murray,,,,,,Andy Murray,False,True,1.01,1.01
1.208566507,2023-01-17,2023-01-16,Andy Murray,Matteo Berrettini,Matteo Berrettini,Andy Murray,,,,,,Andy Murray,False,True,1.01,1.01
1.208566507,2023-01-17,2023-01-16,Andy Murray,Matteo Berrettini,Matteo Berrettini,Andy Murray,,,,,,Andy Murray,False,True,1.01,1.01
1.208566507,2023-01-17,2023-01-16,Andy Murray,Matteo Berrettini,Matteo Berrettini,Andy Murray,,,,,,Andy Murray,False,True,1.01,1.01
1.208566507,2023-01-17,2023-01-16,Andy Murray,Matteo Berrettini,Matteo Berrettini,Andy Murray,,,,,,Andy Murray,False,True,1.01,1.01
1.208566507,2023-01-17,2023-01-16,Andy Murray,Matteo Berrettini,Matteo Berrettini,Andy Murray,,,,,,Andy Murray,False,True,1.01,1.01
1.208566507,2023-01-17,2023-01-16,Andy Murray,Matteo Berrettini,Matteo Berrettini,Andy Murray,,,,,,Andy Murray,False,True,1.01,1.01
1.208566507,2023-01-17,2023-01-16,Andy Murray,Matteo Berrettini,Matteo Berrettini,Andy Murray,,,,,,Andy Murray,False,True,1.01,1.01
1.208566507,2023-01-17,2023-01-16,Andy Murray,Matteo Berrettini,Matteo Berrettini,Andy Murray,,,,,,Andy Murray,False,True,1.01,1.01
1.208566507,2023-01-17,2023-01-16,Andy Murray,Matteo Berrettini,Matteo Berrettini,Andy Murray,,,,,,Andy Murray,False,True,1.01,1.01
1.208566507,2023-01-17,2023-01-16,Andy Murray,Matteo Berrettini,Matteo Berrettini,Andy Murray,,,,,,Andy Murray,False,True,1.01,1.01
1.208566507,2023-01-17,2023-01-16,Andy Murray,Matteo Berrettini,Matteo Berrettini,Andy Murray,,,,,,Andy Murray,False,True,1.01,1.01
1.208567811,2023-01-17,2023-01-16,Grigor Dimitrov,Aslan Karatsev,Grigor Dimitrov,Aslan Karatsev,,,,,,Grigor Dimitrov,True,False,3.35,3.35
