market_id,selection_id,ltp
1.208738522,47556889,7.0
1.208738522,48591510,1.14
1.208738542,25050809,1.01
1.20873855,42397174,2.34
1.20873855,51361683,1.01
1.208738558,51718207,3.35
1.208738566,51718208,1.01
1.208738574,17172659,1.01
1.208738574,51718249,15.0
1.208738578,45284057,1.32
1.208738582,38604790,1.12
1.208738582,51718251,9.4
1.208738586,51718252,1.57
1.208738854,7642289,1.25
1.208739103,18849246,100.0
1.208739103,27552403,1.01
1.208739165,11694656,1.17
1.208739165,11861440,7.6
1.208739579,9629258,1.01
1.208739579,10141729,100.0
1.208741486,47638614,1.01
1.208742034,10372253,1.05
1.208742306,9002331,1.23
1.208742306,41341015,5.4
1.208742887,9626845,1.01
1.208742887,9632758,16.0
1.2087433,8842291,22.0
1.2087433,11204210,1.01
1.208743605,10902223,1.01
1.208743605,19924830,90.0
1.208743713,8784983,16.0
1.208743713,18848380,1.07
1.208743922,2497008,100.0
1.208743922,8907168,1.01
1.208744001,6215852,1.16
1.208744148,8784972,1.22
1.208744148,10351066,5.5
1.208744242,4829260,1.01
1.208744242,9125686,110.0
1.208745233,8827537,1.2
1.208745233,9304685,5.4
1.20874538,38901959,9.2
1.208745476,4448756,4.3
1.208745476,7659623,1.3
1.208745572,7137497,1.3
1.208745572,13714711,990.0
1.208745668,9198585,2.2
1.208745668,40921814,1.82
1.208745764,8173434,6.6
1.208745764,19924829,1.17
1.208746105,2251410,1000.0
1.208746105,10691901,1.01
1.208746385,12085604,24.0
1.208746385,20955040,1.01
1.208746495,8575039,1.06
1.208746496,11960530,3.75
1.208746496,24918582,1.33
1.208747124,23389302,1.53
1.208747124,42315957,1.01
1.208747188,2263640,1.11
1.208747188,9042349,10.0
1.208747651,8826925,4.3
1.208747651,19924838,1.31
1.208747747,7445660,3.15
1.208747747,13203243,1.46
1.208748816,10349398,1.19
1.2087489,8714569,1.01
1.2087489,9247812,26.0
1.20874892,6064287,1.38
1.20874892,9258744,3.6
1.208749073,9628642,50.0
1.208749073,11285479,1.01
1.208749697,11024005,30.0
1.208749799,8713716,1.36
1.208749799,41595986,3.55
1.20874989,40576393,1.14
1.208750075,42082068,1.57
1.208750075,43313172,3.6
1.208750076,8460150,4.6
1.208750076,9638070,1.28
1.208750606,9193006,1.04
1.208750606,12343905,22.0
1.208750919,7797931,11.0
1.208750919,42669524,1.1
1.208752082,8960879,13.5
1.208752082,12210252,1.07
1.208755401,3800907,1.22
1.208755401,13578400,5.6
1.208755553,19924831,1.03
1.208755649,4827766,1.98
1.208755649,11313212,1.97
1.208755774,9952665,100.0
1.208755774,42563133,1.01
1.20875649,9633572,1.28
1.20875649,41328606,4.5
1.208761913,9628967,2.28
1.208761913,21652017,1.86
1.208761914,6498878,1.02
1.208761914,35635716,100.0
1.208761915,9631075,34.0
1.208761915,9953339,1.01
1.208762022,2257536,100.0
1.208762022,15134244,1.68
1.208762023,10082229,2.08
1.208762023,26309954,1.92
1.208762036,7415002,15.0
1.208762036,7534093,2.32
1.208768058,7216519,1.05
1.208768058,36157019,21.0
1.208768136,9632015,1.45
1.208768136,24432273,3.3
1.208768137,9712876,100.0
1.208768137,13426866,1.01
1.208768229,8521090,290.0
1.208768229,11510034,1.05
1.208768713,9632250,1.8
1.208768713,11204259,2.24
1.208768756,8284482,1.56
1.208768756,8979354,1.01
1.208769357,10435713,1.17
1.208769359,51702305,3.0
1.208778364,7066166,100.0
1.208778364,8681458,1.01
1.20877843,5619012,1.4
1.20877843,7289609,3.5
1.208778566,4943786,5.7
1.208778566,9628840,1.22
1.208779861,10019737,1.01
1.208779862,10627324,1.52
1.208779868,9625491,4.4
1.208779868,23918302,1.3
1.208780086,9623782,1.32
1.208782628,8183109,1000.0
1.208782628,22108509,1.51
1.208782724,3120169,1.31
1.208782724,7692106,1000.0
1.20878282,8798905,1.22
1.208782884,5248977,1.45
1.208782884,11987709,3.25
1.208782972,8304957,8.6
1.208782972,9712890,1.13
1.208784599,51686169,1.65
1.208784599,51760123,1.01
1.208785083,9625008,1.11
1.208785084,12047622,1.02
1.208785087,17620745,2.1
1.208785088,10109488,1.37
1.208785089,20437921,1.01
1.20878509,39861769,1.03
1.208786657,9631799,2.34
1.208786657,9712890,1.8
1.208786658,8679715,1.57
1.208786743,22926364,1.01
1.208786751,9436633,2.84
1.208786751,51526132,1.43
1.208786775,12008511,1.52
1.208786779,40491577,22.0
1.208786919,23892906,3.65
1.208786923,10916193,1.83
1.208786923,36546747,2.2
1.208786927,36111410,4.5
1.208786927,51718118,1.29
1.208786974,14508338,1.02
1.208786974,51718119,7.0
1.20878698,51718120,6.4
1.208786996,51364706,7.0
1.208787,22229228,1.14
1.208787,51718173,10.0
1.208787004,10824132,42.0
1.208787004,38366904,1.01
1.208787008,43291463,1.5
1.20878702,36731733,1.78
1.208787024,51718191,1.11
1.208787024,51718192,2.8
1.208787032,16974444,1.53
1.208787032,51364709,2.88
1.208787744,5479878,1.38
1.208787744,9632014,3.65
1.208787845,2304933,7.8
1.208787856,42237914,1.77
1.208789808,21403283,1.57
1.208789832,8195269,2.2
1.208789832,9346596,1.84
1.208791811,8859306,1.5
1.208791811,11265008,3.0
1.208791981,8736474,2.8
1.208791981,42316645,1.54
1.208792045,8279497,1.1
1.208792045,13369546,10.0
1.208792409,9633334,3.15
1.208792411,9638538,2.1
1.208792411,14509025,1.91
1.208792819,43468208,65.0
1.208792825,9626231,1.5
1.208792825,38746259,3.0
1.208793263,6604266,1.72
1.208794296,51760123,1.54
1.208794617,9454286,1.5
1.208794617,13426879,3.0
1.208797173,4259580,100.0
1.208797173,6199453,1.01
1.208797267,8260515,12.0
1.208797267,39460566,2.64
1.208797279,42563133,1.14
1.208797279,45647828,12.0
1.208797329,43468205,50.0
1.208797516,9631178,1.77
1.208797516,11942150,2.28
1.208797573,9630466,1.14
1.208797573,18003692,8.4
1.208798322,9626915,15.0
1.208798322,36396970,1.14
1.208798917,9632809,1.01
1.208798918,24021431,2.06
1.208799621,9629711,1.3
1.208799621,11881072,4.2
1.208799727,14833278,3.3
1.208799727,40835377,1.44
1.208799955,10279360,130.0
1.208799955,10706479,1.01
1.208800154,6498878,1.7
1.208800154,9953339,2.32
1.208800164,4822931,1.02
1.208800164,10896515,4.4
1.208801371,9042437,1.29
1.208801371,9632250,4.3
1.208803342,13459272,1.55
1.208803385,21652017,1.86
1.208810461,10583361,2.38
1.208810461,15134244,1.02
1.208811594,26402939,1.19
1.208811594,42830226,6.2
1.208811637,8284716,1.61
1.208811637,11510034,2.64
1.208813721,9631609,18.5
1.208813721,26309954,1.07
1.208813764,7216519,55.0
1.208813764,9630879,1.18
1.208815555,13426866,1.63
1.208818363,9632015,1.3
1.208818363,10902197,4.3
1.208824085,9624494,1.05
1.208824118,10435713,1.03
1.208824199,12511222,1.1
1.208824388,20209787,1.02
1.2088247,12511222,1.02
1.208824882,9624059,1.28
1.208824882,51784990,4.7
1.208825286,9624059,1.15
1.208825287,42261607,1.81
1.208825287,51784990,2.22
1.208825442,9631065,1.14
1.208825442,42082068,100.0
1.208825686,8460150,50.0
1.208825686,9625491,1.02
1.208825958,12047640,1.02
1.208825958,41595986,30.0
1.208826043,8713716,3.4
1.208826077,9623782,1.05
1.208828287,9629787,1.12
1.208830219,12525626,1.3
1.208831474,6603944,3.05
1.208831573,8798905,1.01
1.208831573,19924823,100.0
1.208831641,4176991,110.0
1.208831641,9002334,1.01
1.208831735,7797771,1.01
1.208831735,8979329,5.3
1.208831776,11246929,1.55
1.208831783,23294657,9.4
1.208831783,27458431,1.14
1.208831784,9632752,2.0
1.20883179,11439863,2.7
1.208832151,8874195,100.0
1.208832151,11285479,1.78
1.208833064,9627520,2.16
1.208833488,8714569,1.01
1.208833488,9002331,100.0
1.20883355,8784972,1.81
1.20883355,8907168,2.22
1.208833893,8575039,34.0
1.208833893,9258744,1.03
1.208834395,8827537,1.41
1.208834395,42315957,3.35
1.208834402,9952749,1.02
1.208835024,9629258,23.0
1.208835024,12085633,1.04
1.208835127,9638887,2.0
1.208835129,9626849,1.01
1.208835131,4829328,1.01
1.208835131,5253284,100.0
1.208835135,8263928,6.2
1.208835135,41264165,1.19
1.208835389,7659623,1.01
1.208835389,19924839,100.0
1.20883577,2256509,1.01
1.20883577,8172416,1000.0
1.208835867,4290403,1.11
1.208835867,10410230,9.4
1.208835965,3066621,6.4
1.208835965,10109527,1.17
1.208836061,11510005,1000.0
1.208836061,39127965,1.21
1.208836158,9633253,1.47
1.208836391,51793675,190.0
1.208836998,6161111,100.0
1.208836998,9433253,1.01
1.208837121,9633869,2.74
1.208837121,10942984,1.55
1.208837185,5300737,1.61
1.208837185,7083215,2.52
1.208837257,6390244,1.06
1.208837257,9633041,1000.0
1.208837911,7137497,1.01
1.208837911,10691901,110.0
1.208838428,23801216,1.01
1.208838496,6215852,1.36
1.208838496,11694656,3.85
1.208838695,40484544,1.4
1.20883965,2346703,100.0
1.20883965,2386498,1.01
1.208839737,9364864,1.01
1.208839737,10554735,1.5
1.208840033,2249229,1.03
1.208840033,8174333,36.0
1.20884016,49410416,1.7
1.208840394,9321841,1.12
1.208840394,11204210,9.4
1.208840618,8784983,6.4
1.208840618,27552403,1.18
1.208840756,9193006,1.12
1.208840756,9198585,9.6
1.208840942,10902223,1.01
1.208840942,19924831,1000.0
1.208841006,7364095,1.57
1.208841006,7534093,2.76
1.208841049,2263640,1.99
1.208841049,3800907,2.0
1.208841311,13459272,26.0
1.208841625,51696966,1.96
1.208841756,19924829,100.0
1.208841756,19924838,1.01
1.208841828,9626845,2.26
1.208841828,10349398,1.77
1.208842167,13203243,4.2
1.208842167,42669524,300.0
1.208847221,9042360,1.47
1.208847221,39807307,2.74
1.208847226,17441695,1.01
1.208847473,24112208,1.02
1.208847477,48781048,2.98
1.208847477,51550978,1.3
1.208847825,8979354,85.0
1.208847825,9631178,1.01
1.208847925,21266350,1.01
1.208847925,47776435,19.5
1.208848546,9042437,1.06
1.208848546,40835377,1.54
1.208848632,10302601,1.09
1.208848632,17285300,12.0
1.2088534,8427399,34.0
1.2088534,41922250,1.03
1.208855201,4822931,1.96
1.208855201,26402939,50.0
1.208857339,4827766,7.6
1.208857339,10372253,1.14
1.208857388,9084836,16.0
1.208857388,10349577,1.06
1.208857847,40249701,100.0
1.208857936,9631065,1.16
1.20885794,11975236,1.6
1.20885794,51745763,2.68
1.208858107,9638070,11.0
1.208858107,23918302,1.1
1.208858571,9624494,1.07
1.208858571,13525069,15.0
1.208858572,45923381,1.03
1.208858572,51702305,34.0
1.208860985,51809544,1.55
1.20886109,9626849,1.32
1.208862969,9002334,5.6
1.208862969,9628840,1.22
1.208863068,7083215,2.3
1.208863068,8681458,1.78
1.208864441,6604266,3.65
1.208864441,24918582,1.38
1.208864574,3103121,800.0
1.208864574,7797771,1.35
1.208864581,9637946,1.01
1.208864635,14508338,1.01
1.208864635,45477790,12.0
1.208864659,43352014,1.25
1.208865484,8859306,1.74
1.208865484,11881072,110.0
1.208865491,9630466,2.06
1.208866476,8195269,1.04
1.208866476,20437921,1.51
1.208866477,11260414,1.85
1.208866984,9454286,100.0
1.208866984,9712890,1.01
1.208867159,10957798,1.73
1.208867161,39388451,1.01
1.208869381,11135438,1.57
1.208870907,9633253,26.0
1.208870907,39127965,1.24
1.20887101,10706479,100.0
1.20887101,39460566,1.01
1.208871106,8798905,3.65
1.208871106,35727604,1.4
1.208871172,6199453,1.33
1.208871172,10942984,140.0
1.208871234,2386498,1.39
1.208871234,13369546,3.6
1.208871296,4829328,50.0
1.208871296,5248977,1.01
1.208871359,6603944,1.39
1.208871359,9364864,3.7
1.208871364,16974444,7.8
1.208871364,42270549,1.04
1.208871456,48591510,2.74
1.208871461,51718208,3.2
1.208871467,38604790,1.11
1.208871531,9634167,2.5
1.208871532,20837774,1.03
1.20887154,9626610,1.69
1.20887154,13268652,1.8
1.20887196,5619012,100.0
1.20887196,6390244,1.01
1.208874211,38692892,1.15
1.208874263,13603165,1.1
1.208874264,15884557,2.28
1.20887491,9632014,6.0
1.20887491,10706482,1.19
1.208875024,2249229,1.33
1.208875024,3120169,4.1
1.208879627,43931469,4.7
1.208879627,51540684,1.12
1.208879745,9433253,100.0
1.208879745,22108509,1.01
1.208881121,9034638,1.01
1.20888206,40761544,1.01
1.20888206,51825737,70.0
1.208882065,51825741,1.01
1.20888207,51825744,100.0
1.20888207,51825745,1.01
1.208883253,24112208,2.92
1.208883253,49410416,1.52
1.208883254,7534093,36.0
1.208883254,15134244,1.01
1.2088833,8284716,1.04
1.2088833,9630879,26.0
1.208886038,2256509,1000.0
1.208886038,4290403,1.01
1.208889822,21652017,1.05
1.208889822,26309954,21.0
1.208894658,8861027,1.03
1.208894658,21266350,21.0
1.208900912,9627181,16.5
1.208900912,19921770,1.01
1.208901129,9626392,1.2
1.208905784,9624494,1.02
1.208905789,51730487,1.01
1.208905791,20209787,2.9
1.208906047,11975236,1.07
1.208906048,9623782,1.03
1.208906048,9631065,34.0
1.20890605,8713716,1.76
1.20890605,10627324,2.3
1.208906182,38366904,2.08
1.208906182,43291463,1.94
1.208906187,37130285,34.0
1.208906187,51718194,1.01
1.208906192,38091612,1.05
1.208909042,26421501,1.79
1.208909547,9193006,1.01
1.208909547,10372253,1000.0
1.208909687,44902320,2.9
1.208909687,47177552,1.52
1.208909977,8798967,1.29
1.208909982,8242001,2.1
1.208909987,51718201,1.6
1.208911331,12195035,1.79
1.208911331,13294374,2.06
1.208911337,13370443,1.8
1.208911483,9258744,1.04
1.208911483,11285479,1.98
1.208911526,6215852,1.54
1.208911526,8784972,2.92
1.208913043,10349398,1.01
1.208913043,12085633,60.0
1.208914618,9712890,5.6
1.208914618,24918582,1.22
1.208914662,9635920,220.0
1.208914663,9627493,1.28
1.208914664,14049280,17.5
1.208914664,18849368,1.01
1.208916738,9456439,1.65
1.208916738,51760124,2.52
1.208917194,10350217,1.7
1.208917919,8686702,1.1
1.208918359,38922629,2.36
1.208918437,51718102,1.4
1.208918535,8827537,1.01
1.208918535,27552403,1000.0
1.208918813,17172659,1.8
1.208918813,51361683,2.24
1.208919088,12210252,1000.0
1.208919088,13203243,1.01
1.208919116,22229228,1.2
1.208919116,42237914,5.8
1.20891912,10776079,2.0
1.208919124,22926364,20.0
1.208919124,51526132,1.01
1.208919679,12857224,1.4
1.208919679,20837774,3.5
1.208923251,10410354,1.01
1.208923251,13603165,26.0
1.208927293,7137497,100.0
1.208927293,7659623,1.53
1.208927324,48015087,9.0
1.208927324,51825668,1.01
1.208929763,10902223,1.01
1.208929763,19924838,120.0
1.208931518,9626783,150.0
1.208932259,9631178,1.47
1.208932888,2263640,1.01
1.208932888,8714569,1000.0
1.208932893,9632015,15.5
1.208932893,9635538,1.01
1.208940193,49410416,1.87
1.208940193,51540684,2.16
1.208940882,4822931,9.8
1.208940882,8284716,1.12
1.208944852,15134244,2.18
1.208944852,21652017,1.76
1.208946366,9635538,6.0
1.208946366,40835377,1.01
1.208948577,10302601,1.68
1.20895598,6068427,1.01
1.20895598,40635051,100.0
1.208957553,2386498,95.0
1.208957553,6199453,1.6
1.20895815,25245259,2.66
1.20895815,39641349,1.59
1.208958207,25327214,1.59
1.208958207,51718191,2.72
1.208960184,38604790,1.3
1.208960229,6068427,2.94
1.208960229,10916193,1.52
1.208960326,9629304,1.23
1.208960327,7797771,2.24
1.208960327,39127965,1000.0
1.208960398,9258744,1.03
1.208960515,6390244,100.0
1.208960515,9628840,1.72
1.208960997,6603944,1.01
1.208960997,22108509,32.0
1.208963251,14508338,3.9
1.208963436,9546317,2.6
1.208966075,45479253,1.01
1.208968484,8686702,1.07
1.208968484,51718102,11.5
1.208968489,12733978,1.36
1.208968581,9624059,1.48
1.208968581,45923381,2.6
1.208968673,13525069,1.47
1.208968673,42261607,3.1
1.208968674,49076976,1.16
1.208968674,51702305,7.2
1.208968675,43352014,1.63
1.208968675,47983330,2.54
1.208968806,51477225,1.04
1.208968806,51730471,50.0
1.208968957,40761544,1.52
1.208969143,51825678,1.01
1.208969537,9625491,2.16
1.20896985,12047640,1.35
1.208969851,35727604,50.0
1.208969851,39460566,1.01
1.208972695,2249229,1.26
1.208972695,10109527,4.6
1.208974554,9631329,34.0
1.208974554,10410354,1.01
1.208977527,4290403,1000.0
1.208977527,8859306,1.86
1.208981477,5248977,1.48
1.208981477,7083215,3.1
1.208984167,9638756,1.04
1.208984168,42905820,1.01
1.20898417,43339463,100.0
1.208984175,8845094,1.2
1.208984175,10302601,5.9
1.208984183,8861027,1.46
1.208984183,15265294,3.15
1.208984191,41264340,1.01
1.208984191,43797350,3.1
